Indicator	Race	Year	Value
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	173.1
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	835.5
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	559.2
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	682.9
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	859.9
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	582.3
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	706.8
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	853.2
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	873
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	681.5
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	764.8
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	664.2
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	670.2
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	26.3
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	15.3
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	20.1
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	22.8
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	18.9
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	21.1
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	26.7
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	14.8
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	20.1
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	6.8
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	13.3
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	21.9
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	31.1
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	37
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	26
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	25.5
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	49.8
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	44.2
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	139.1
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	18.5
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	12.4
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	13.8
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	36.6
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	33.8
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	25.7
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	26.2
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	22.3
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	13.8
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	38.1
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	11.2
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	29.2
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	20.8
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	22
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	15.5
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	55.4
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2011	272.4
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	27.1
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	25.9
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	21.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	17.4
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	3.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	10
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	21
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	1
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	10.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	17.7
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	2.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	10
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	15.4
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	23.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	25.5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	12.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	10.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	10.5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	22.4
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	7.7
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	9.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	8.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	215.9
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	115
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	158.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	205
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	122.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	158.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	198.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	118.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	153
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	145.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	79.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	118.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	221.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	205
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	235.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	150.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	150
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	113
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	26.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	192.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	54.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2013	74.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2011	549.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	154.9
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	153.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	149.7
HIV Diagnoses Rate (Per 100,000 people)	All	2014	46.3
HIV Diagnoses Rate (Per 100,000 people)	All	2014	6
HIV Diagnoses Rate (Per 100,000 people)	All	2014	26.2
HIV Diagnoses Rate (Per 100,000 people)	All	2013	39
HIV Diagnoses Rate (Per 100,000 people)	All	2013	4.3
HIV Diagnoses Rate (Per 100,000 people)	All	2013	21.7
HIV Diagnoses Rate (Per 100,000 people)	All	2012	43
HIV Diagnoses Rate (Per 100,000 people)	All	2012	5
HIV Diagnoses Rate (Per 100,000 people)	All	2012	24
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2014	4.9
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2013	14.7
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2012	4.9
HIV Diagnoses Rate (Per 100,000 people)	Black	2014	51.4
HIV Diagnoses Rate (Per 100,000 people)	Black	2013	34.3
HIV Diagnoses Rate (Per 100,000 people)	Black	2012	32.5
Percent of Mothers Under Age 20	Black	2013	6.3
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2014	19.9
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2013	20.4
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2012	26.7
HIV Diagnoses Rate (Per 100,000 people)	Multiracial	2014	15.8
HIV Diagnoses Rate (Per 100,000 people)	Multiracial	2013	15.8
HIV Diagnoses Rate (Per 100,000 people)	Multiracial	2012	7.9
HIV Diagnoses Rate (Per 100,000 people)	Native American	2012	85.1
HIV Diagnoses Rate (Per 100,000 people)	White	2014	27.5
HIV Diagnoses Rate (Per 100,000 people)	White	2013	21.1
HIV Diagnoses Rate (Per 100,000 people)	White	2012	22
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	8.2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	5.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	0.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	2.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	7.1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	0.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	7.6
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	3.3
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	1.6
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	10.3
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	3.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	5.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	40.3
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	5.3
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	3.1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	2.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	7.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	2.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	5.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	9.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	3.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	6.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	10.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	4.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	7.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	7.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2013	15
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2012	20.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2011	28.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	7.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	8
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	9
Homicide Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	24
Percent of Mothers Under Age 20	Black	2012	9.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	Other	2011	56.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2013	1.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2012	3.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2011	3.5
Infant Mortality Rate (Per 1,000 live births)	All	2013	7.3
Infant Mortality Rate (Per 1,000 live births)	All	2012	5.6
Infant Mortality Rate (Per 1,000 live births)	All	2011	4.6
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2013	9
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2012	7.1
Infant Mortality Rate (Per 1,000 live births)	Black	2013	15.9
Infant Mortality Rate (Per 1,000 live births)	Black	2012	16.7
Infant Mortality Rate (Per 1,000 live births)	Black	2011	7.8
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2013	7.8
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2012	7.7
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2011	6.1
Percent of Mothers Under Age 20	Hispanic	2012	12.9
Infant Mortality Rate (Per 1,000 live births)	Other	2013	8.4
Infant Mortality Rate (Per 1,000 live births)	White	2013	4.9
Infant Mortality Rate (Per 1,000 live births)	White	2012	1.9
Infant Mortality Rate (Per 1,000 live births)	White	2011	3.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	37.7
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	32
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	34.5
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	45.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	34.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	39.5
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	41.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	28.9
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	34.5
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	21.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	25.7
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	49.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	44.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	50.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	46.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	30.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	32.9
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	30
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	138
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	26.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	35.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	41.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	34.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	11.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	5.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	8.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	8.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	3.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	6.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	10.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	3.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	7.2
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	6.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	12.2
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	3.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	15.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	16.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	10.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	7.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	26.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2012	74.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2011	74.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	4.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	5.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	6.2
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2013	67.7
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2013	80.7
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2013	75
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2012	80
Percent of Adults Who Are Obese	All	2011	21.1
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2012	86
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2012	83.7
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2011	77.8
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2011	81.8
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2011	80.4
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	White	2013	80.7
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	White	2012	87.3
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	White	2011	80.4
Percent of Adults Who Are Obese	All	2013	16.1
Percent of Adults Who Are Obese	All	2013	24.1
Percent of Adults Who Are Obese	All	2013	19.8
Percent of Adults Who Are Obese	All	2012	18.8
Percent of Adults Who Are Obese	All	2012	19.3
Percent of Adults Who Are Obese	All	2012	19.1
Percent of Adults Who Are Obese	All	2011	21.1
Percent of Adults Who Are Obese	All	2011	21.1
Percent of Adults Who Are Obese	Black	2013	27.8
Percent of Adults Who Are Obese	Black	2012	27.8
Percent of Adults Who Are Obese	Black	2011	40.1
Percent of Adults Who Are Obese	Hispanic	2013	28.4
Percent of Adults Who Are Obese	Hispanic	2012	27.2
Percent of Adults Who Are Obese	Hispanic	2011	28.1
Percent of Adults Who Are Obese	White	2013	14
Percent of Adults Who Are Obese	White	2012	13.4
Percent of Adults Who Are Obese	White	2011	13.5
Percent of Adults Who Binge Drank	All	2013	33.1
Percent of Adults Who Binge Drank	All	2013	18.9
Percent of Adults Who Binge Drank	All	2013	26.3
Percent of Adults Who Binge Drank	All	2011	27.4
Percent of Adults Who Binge Drank	All	2012	20.7
Percent of Adults Who Binge Drank	All	2012	33.2
Percent of Adults Who Binge Drank	All	2012	26.8
Percent of Adults Who Binge Drank	All	2011	34.4
Percent of Adults Who Binge Drank	All	2011	19
Percent of Adults Who Binge Drank	Black	2013	18.3
Percent of Adults Who Binge Drank	Black	2011	11.9
Percent of Adults Who Binge Drank	Black	2012	12
Percent of Adults Who Binge Drank	Hispanic	2013	24.8
Percent of Adults Who Binge Drank	Hispanic	2011	25.4
Percent of Adults Who Binge Drank	Hispanic	2012	20.5
Percent of Adults Who Binge Drank	White	2012	32.9
Percent of Adults Who Binge Drank	White	2013	28.4
Percent of Adults Who Binge Drank	White	2011	32.9
Percent of Adults Who Currently Smoke	All	2013	22.5
Percent of Adults Who Currently Smoke	All	2013	18.6
Percent of Adults Who Currently Smoke	All	2013	20.6
Percent of Adults Who Currently Smoke	All	2012	24
Percent of High School Students Who Currently Smoke	Multiracial	2013	14.4
Percent of Adults Who Currently Smoke	All	2012	17.4
Percent of Adults Who Currently Smoke	All	2012	20.7
Percent of Adults Who Currently Smoke	All	2011	26
Percent of Adults Who Currently Smoke	All	2011	14.6
Percent of Adults Who Currently Smoke	All	2011	20.8
Percent of Adults Who Currently Smoke	Black	2013	37.2
Percent of Adults Who Currently Smoke	Black	2012	27.6
Percent of Adults Who Currently Smoke	Black	2011	29.3
Percent of Adults Who Currently Smoke	Hispanic	2013	20.3
Percent of Adults Who Currently Smoke	Hispanic	2012	24
Percent of Adults Who Currently Smoke	Hispanic	2011	16.2
Percent of Adults Who Currently Smoke	Other	2013	NaN
Percent of Adults Who Currently Smoke	Other	2012	NaN
Percent of Adults Who Currently Smoke	Other	2011	18.8
Percent of Adults Who Currently Smoke	White	2013	17.9
Percent of Adults Who Currently Smoke	White	2012	17.7
Percent of Adults Who Currently Smoke	White	2011	22
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2013	85.1
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2013	81.5
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2013	83.4
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2012	82.8
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2012	78.9
Percent of Low Birth Weight Babies Born	Asian/PI	2014	10.1
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2012	80.8
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2011	82.6
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2011	86.6
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2011	84.4
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Black	2013	75.4
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Black	2012	76.4
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Black	2011	79.2
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Hispanic	2013	74
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Hispanic	2012	67.1
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Hispanic	2011	81.6
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Other	2013	NaN
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Other	2012	NaN
Percent of Mothers Under Age 20	Hispanic	2014	10.6
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Other	2011	NaN
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	White	2013	90.4
