Indicator	Race	Year	Value
Percent of Adults Who Are Obese	All	2011	22.8
Percent of Adults Who Are Obese	All	2011	17.9
Percent of Adults Who Are Obese	All	2013	25.4
Percent of Adults Who Are Obese	All	2012	16.6
Percent of Adults Who Are Obese	All	2012	23.7
Percent of Adults Who Are Obese	All	2011	29
Percent of Adults Who Are Obese	All	2013	21.8
Percent of Adults Who Are Obese	All	2013	28.7
Percent of Adults Who Are Obese	All	2012	19.9
Percent of Adults Who Are Obese	Black	2013	34.8
Percent of Adults Who Are Obese	Black	2012	26.6
Percent of Adults Who Are Obese	Black	2011	37.9
Percent of Adults Who Are Obese	White	2011	9.7
Percent of Adults Who Are Obese	White	2012	13.1
Percent of Adults Who Are Obese	White	2013	15.3
Percent of Adults Who Binge Drank	All	2013	14.2
Percent of Adults Who Binge Drank	All	2013	18.6
Percent of Adults Who Binge Drank	All	2013	10.4
Percent of Adults Who Binge Drank	All	2012	29.2
Percent of Adults Who Binge Drank	All	2012	13.6
Percent of Adults Who Binge Drank	All	2012	21.3
Percent of Adults Who Binge Drank	All	2011	26.2
Percent of Adults Who Binge Drank	All	2011	12
Percent of Adults Who Binge Drank	All	2011	19.7
Percent of Adults Who Binge Drank	Black	2013	9.6
Percent of Adults Who Binge Drank	Black	2012	18.2
Percent of Adults Who Binge Drank	Black	2011	16.3
Percent of Adults Who Binge Drank	White	2013	19.2
Percent of Adults Who Binge Drank	White	2012	30.1
Percent of Adults Who Binge Drank	White	2011	20.4
Percent of Adults Who Currently Smoke	All	2011	14.2
Percent of Adults Who Currently Smoke	All	2011	12.1
Percent of Adults Who Currently Smoke	All	2011	16
Percent of Adults Who Currently Smoke	All	2012	19.4
Percent of Adults Who Currently Smoke	All	2012	11.2
Percent of Adults Who Currently Smoke	All	2012	27.7
Percent of Adults Who Currently Smoke	All	2013	16
Percent of Adults Who Currently Smoke	All	2013	12.5
Percent of Adults Who Currently Smoke	All	2013	20.1
Percent of Adults Who Currently Smoke	Black	2011	16
Percent of Adults Who Currently Smoke	Black	2012	24.1
Percent of Adults Who Currently Smoke	Black	2013	20.4
Percent of Adults Who Currently Smoke	White	2013	12.7
Percent of Adults Who Currently Smoke	White	2011	11.8
Percent of Adults Who Currently Smoke	White	2012	17.2
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2011	23
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2013	27.2
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2011	24.7
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2011	23.8
Percent of Low Birth Weight Babies Born	Black	2013	13.6
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Black	2013	28.7
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Black	2011	21.7
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	White	2013	29.8
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	White	2011	29.9
Percent of Low Birth Weight Babies Born	All	2011	10.6
Percent of Low Birth Weight Babies Born	All	2012	10
Percent of Low Birth Weight Babies Born	All	2013	10.4
Percent of Low Birth Weight Babies Born	Asian/PI	2011	10.2
Percent of Low Birth Weight Babies Born	Asian/PI	2012	6.9
Percent of Low Birth Weight Babies Born	Asian/PI	2013	8.6
Percent of Low Birth Weight Babies Born	Black	2011	13.6
Percent of Low Birth Weight Babies Born	Black	2012	13.1
Percent of Low Birth Weight Babies Born	Hispanic	2011	7.8
Percent of Low Birth Weight Babies Born	Hispanic	2012	6
Percent of Low Birth Weight Babies Born	Hispanic	2013	6.9
Percent of Low Birth Weight Babies Born	Multiracial	2011	9.9
Percent of Low Birth Weight Babies Born	Multiracial	2012	8.6
Percent of Low Birth Weight Babies Born	Multiracial	2013	8.9
Percent of Low Birth Weight Babies Born	White	2011	6.7
Percent of Low Birth Weight Babies Born	White	2012	7.2
Percent of Low Birth Weight Babies Born	White	2013	7
Percent of Mothers Under Age 20	All	2010	68.6
Percent of Mothers Under Age 20	All	2011	66.4
Percent of Mothers Under Age 20	All	2012	69.8
Percent of Mothers Under Age 20	Asian/PI	2010	73.3
Percent of Mothers Under Age 20	Asian/PI	2011	82.6
Percent of Mothers Under Age 20	Asian/PI	2012	57.1
Percent of Mothers Under Age 20	Black	2010	67.3
Percent of Mothers Under Age 20	Black	2011	65.6
Percent of Mothers Under Age 20	Black	2012	68.7
Percent of Mothers Under Age 20	Hispanic	2010	70.1
Percent of Mothers Under Age 20	Hispanic	2011	65.9
Percent of Mothers Under Age 20	Hispanic	2012	72.2
Percent of Mothers Under Age 20	Multiracial	2010	71.7
Percent of Mothers Under Age 20	Multiracial	2011	65.7
Percent of Mothers Under Age 20	Multiracial	2012	79.2
Percent of Mothers Under Age 20	White	2010	80
Percent of Mothers Under Age 20	White	2011	76.8
Percent of Mothers Under Age 20	White	2012	85.5
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2011	1508.8
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2012	1581.7
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2012	514.7
Race/Ethnicity	Other	2013	0.1
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2012	2682.6
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2013	1613.3
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Black	2012	2444
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Hispanic	2012	731.7
Persons Living with HIV/AIDS Rate (Per 100,000 people)	White	2012	702.4
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	14.6
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	10.8
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	22
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	10.5
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	9.7
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	11.9
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	11.2
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	10.1
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	13.5
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	18.3
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	11.3
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	12.5
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Multiracial	2013	104.2
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	11.6
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	10.1
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	10.3
Race/Ethnicity	American Indian/Alaska Native	2013	0.1
Race/Ethnicity	Asian/PI	2013	3.6
Race/Ethnicity	Black	2013	52.9
Race/Ethnicity	Hispanic	2013	5.3
Race/Ethnicity	Multiracial	2013	1.5
Race/Ethnicity	White	2013	36.3
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2011	11.2
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2011	19.6
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	11.2
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	5.7
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	17.5
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2013	12.5
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2013	6.7
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2013	19.3
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2011	7
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2012	6.5
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2013	6.9
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2011	14.1
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2012	15.7
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2013	17.4
