Indicator	Race	Year	Value
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	110.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	136.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	152.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	93.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	81.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	90.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	95.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	143
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	152.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	163.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	105.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	122.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	140.9
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	154.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	159
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	145.4
HIV Diagnoses Rate (Per 100,000 people)	All	2014	19.8
HIV Diagnoses Rate (Per 100,000 people)	All	2014	1.5
HIV Diagnoses Rate (Per 100,000 people)	All	2014	10.7
HIV Diagnoses Rate (Per 100,000 people)	All	2013	17.9
HIV Diagnoses Rate (Per 100,000 people)	All	2013	1.7
HIV Diagnoses Rate (Per 100,000 people)	All	2013	9.8
HIV Diagnoses Rate (Per 100,000 people)	All	2012	15.3
HIV Diagnoses Rate (Per 100,000 people)	All	2012	2.1
HIV Diagnoses Rate (Per 100,000 people)	All	2012	8.8
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2014	4.3
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2013	5.6
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2012	4.9
HIV Diagnoses Rate (Per 100,000 people)	Black	2014	18.2
HIV Diagnoses Rate (Per 100,000 people)	Black	2013	25.4
HIV Diagnoses Rate (Per 100,000 people)	Black	2012	25.4
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2014	17.9
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2013	14
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2012	11.8
HIV Diagnoses Rate (Per 100,000 people)	White	2014	9.6
HIV Diagnoses Rate (Per 100,000 people)	White	2013	9.2
HIV Diagnoses Rate (Per 100,000 people)	White	2012	8.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	7.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	5
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	8.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	4.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	6.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	4.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	7.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	7.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	7.8
Infant Mortality Rate (Per 1,000 live births)	All	2013	3.4
Infant Mortality Rate (Per 1,000 live births)	All	2012	3.2
Infant Mortality Rate (Per 1,000 live births)	All	2011	3.5
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2013	2.3
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2012	2.7
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2011	3
Infant Mortality Rate (Per 1,000 live births)	Black	2013	8.1
Infant Mortality Rate (Per 1,000 live births)	Black	2012	5.8
Infant Mortality Rate (Per 1,000 live births)	Black	2011	8.6
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2013	3.9
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2012	3.5
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2011	3.7
Infant Mortality Rate (Per 1,000 live births)	White	2012	2.7
Infant Mortality Rate (Per 1,000 live births)	White	2011	3
Infant Mortality Rate (Per 1,000 live births)	White	2013	3.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	32
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	40.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	23.9
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	30.9
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	43.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	24.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	43
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	26.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	33.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	27.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	28.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	28.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	18.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	15.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	17.5
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	40.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	39.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	42.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	19.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	7.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	10.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	6.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	5.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	6.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	5.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	9.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	7.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	7.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	6.5
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2013	65
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2013	80
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2013	73
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Asian/PI	2013	66
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Hispanic	2013	67
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	White	2013	79
Percent of Adults Who Are Obese	All	2013	22
Percent of Adults Who Are Obese	All	2013	22
Percent of Adults Who Are Obese	All	2013	22
Percent of Adults Who Are Obese	Asian/PI	2013	8
Percent of Adults Who Are Obese	Black	2013	27
Percent of Adults Who Are Obese	Hispanic	2013	36
Percent of Adults Who Are Obese	White	2013	23
Percent of Adults Who Binge Drank	All	2013	66
Percent of Adults Who Binge Drank	All	2013	45
Percent of Adults Who Binge Drank	All	2013	55
Percent of Adults Who Binge Drank	Asian/PI	2013	45
Percent of Adults Who Binge Drank	Black	2013	46
Percent of Adults Who Binge Drank	Hispanic	2013	52
Percent of Adults Who Binge Drank	White	2013	69
Percent of Adults Who Currently Smoke	All	2013	18
Percent of Adults Who Currently Smoke	All	2013	7
Percent of Adults Who Currently Smoke	All	2013	12
Percent of Adults Who Currently Smoke	Asian/PI	2013	11
Percent of Adults Who Currently Smoke	Hispanic	2013	11
Percent of Adults Who Currently Smoke	White	2013	15
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2013	53
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2013	52
Percent of Adults Who Received Seasonal Flu Shot	Black	2013	32
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2013	55
Percent of Children Who Received Seasonal Flu Shot	All	2013	60
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Asian/PI	2013	46
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Black	2013	62
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Hispanic	2013	48
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	White	2013	63
Percent of Adults Who Received Seasonal Flu Shot	All	2013	37
Percent of Adults Who Received Seasonal Flu Shot	All	2013	46
Percent of Adults Who Received Seasonal Flu Shot	All	2013	41
Percent of Adults Who Received Seasonal Flu Shot	Asian/PI	2013	46
Percent of Adults Who Received Seasonal Flu Shot	Hispanic	2013	36
Percent of Adults Who Received Seasonal Flu Shot	White	2013	43
Percent of Children Who Received Seasonal Flu Shot	All	2013	64
Percent of Children Who Received Seasonal Flu Shot	All	2013	62
Percent of Children Who Received Seasonal Flu Shot	Asian/PI	2013	73
Percent of Children Who Received Seasonal Flu Shot	Hispanic	2013	60
Percent of Children Who Received Seasonal Flu Shot	White	2013	53
Percent of High School Students Who Are Obese	All	2013	24
Percent of High School Students Who Are Obese	All	2013	16
Percent of High School Students Who Are Obese	All	2013	20
Percent of High School Students Who Are Obese	Hispanic	2013	26
Percent of High School Students Who Meet CDC-Recommended Physical Activity Levels	All	2013	36
Percent of High School Students Who Meet CDC-Recommended Physical Activity Levels	All	2013	23
Percent of High School Students Who Meet CDC-Recommended Physical Activity Levels	All	2013	29
Percent of High School Students Who Meet CDC-Recommended Physical Activity Levels	Asian/PI	2013	19
Percent of High School Students Who Meet CDC-Recommended Physical Activity Levels	White	2013	51
Percent of Low Birth Weight Babies Born	All	2013	7
Percent of Low Birth Weight Babies Born	All	2012	7
Percent of Low Birth Weight Babies Born	All	2011	7
Percent of Low Birth Weight Babies Born	Asian/PI	2013	8
Percent of Low Birth Weight Babies Born	Asian/PI	2012	7
Percent of Low Birth Weight Babies Born	Asian/PI	2011	8
Percent of Low Birth Weight Babies Born	Black	2013	11
Percent of Low Birth Weight Babies Born	Black	2012	9
Percent of Low Birth Weight Babies Born	Black	2011	8
Percent of Low Birth Weight Babies Born	Hispanic	2013	6
Percent of Low Birth Weight Babies Born	Hispanic	2012	6
Percent of Low Birth Weight Babies Born	Hispanic	2011	6
Percent of Low Birth Weight Babies Born	Native American	2012	10
Percent of Low Birth Weight Babies Born	Native American	2011	12
Percent of Low Birth Weight Babies Born	Native American	2013	0
Percent of Low Birth Weight Babies Born	White	2013	6
Percent of Low Birth Weight Babies Born	White	2012	6
Percent of Low Birth Weight Babies Born	White	2011	7
Percent of Mothers Under Age 20	All	2013	4
Percent of Mothers Under Age 20	All	2012	5
Percent of Mothers Under Age 20	All	2011	6
Percent of Mothers Under Age 20	Asian/PI	2013	1
Percent of Mothers Under Age 20	Asian/PI	2012	1
Percent of Mothers Under Age 20	Asian/PI	2011	1
Percent of Mothers Under Age 20	Black	2013	4
Percent of Mothers Under Age 20	Black	2012	3
Percent of Mothers Under Age 20	Black	2011	5
Percent of Mothers Under Age 20	Hispanic	2013	9
Percent of Mothers Under Age 20	Hispanic	2012	10
Percent of Mothers Under Age 20	Hispanic	2011	11
Percent of Mothers Under Age 20	Multiracial	2013	4
Percent of Mothers Under Age 20	Multiracial	2012	2
Percent of Mothers Under Age 20	Multiracial	2011	4
Percent of Mothers Under Age 20	Native American	2013	6
Percent of Mothers Under Age 20	Native American	2012	0
Percent of Mothers Under Age 20	Native American	2011	8
Percent of Mothers Under Age 20	White	2013	1
Percent of Mothers Under Age 20	White	2012	2
Percent of Mothers Under Age 20	White	2011	2
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2014	432
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2014	62.1
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2014	248.1
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2013	414.6
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2013	60.8
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2013	238.7
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2012	401.1
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2012	60
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2012	231.5
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Asian/PI	2014	74.1
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Asian/PI	2013	70.5
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Asian/PI	2012	65.2
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Black	2014	930.6
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Black	2013	912.5
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Black	2012	897.9
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Hispanic	2014	311.8
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Hispanic	2013	295.6
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Hispanic	2012	284.4
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Multiracial	2014	85.2
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Multiracial	2013	85.2
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Multiracial	2012	92.9
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Native American	2014	310.4
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Native American	2013	266.1
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Native American	2012	266.1
Persons Living with HIV/AIDS Rate (Per 100,000 people)	White	2014	316.5
Persons Living with HIV/AIDS Rate (Per 100,000 people)	White	2013	308.8
Persons Living with HIV/AIDS Rate (Per 100,000 people)	White	2012	303.3
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	18.5
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	19.6
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	11.1
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	14.5
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	19.8
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	13.3
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	16.2
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	26
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	13.7
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	19
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	14.6
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	12
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	19.1
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	20.1
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	16.6
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	18.5
Race/Ethnicity	Black	2013	2.8
Race/Ethnicity	Hispanic	2013	33.2
Race/Ethnicity	Multiracial	2013	2.9
Race/Ethnicity	Other	2013	0.1
Race/Ethnicity	White	2013	28
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2014	23.8
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2014	20.8
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2014	22.3
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2013	23.5
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2013	23
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2012	10.4
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2013	23.4
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2012	16.8
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2012	15.9
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2012	16.5
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Asian/PI	2014	19.1
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Asian/PI	2013	21.1
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Asian/PI	2012	10.2
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2011	8.7
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Black	2014	7.3
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Black	2013	21.8
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Black	2012	18.2
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Hispanic	2014	22
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Hispanic	2013	27.7
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Hispanic	2012	25.8
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Multiracial	2014	27.1
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Multiracial	2013	23.2
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Multiracial	2012	7.7
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Native American	2014	0
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Native American	2013	44.3
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Native American	2012	0
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	White	2014	22.5
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	White	2013	14
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	White	2012	8.8
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2014	2.5
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2014	4.3
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2014	3.4
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2013	3.6
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2013	3.2
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2013	3.4
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2012	3.2
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2012	2.6
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2012	2.9
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	Asian/PI	2014	1
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2011	14.2
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	Asian/PI	2013	2.6
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	Asian/PI	2012	2
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	Black	2014	10.9
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	Black	2013	7.3
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	Black	2012	3.6
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	Hispanic	2014	5.4
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	Hispanic	2013	3.8
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	Hispanic	2012	1.9
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	Multiracial	2014	3.9
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	Multiracial	2013	3.9
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	Multiracial	2012	3.9
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	White	2014	2.6
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	White	2013	2.9
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	White	2012	4.1
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2013	10.1
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2013	5.7
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2013	7.8
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	12.4
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	7.1
