Indicator	Race	Year	Value
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2013	3.9
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	31.8
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2012	7
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2012	6.3
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Black	2011	3.6
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Black	2013	3.8
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Black	2012	3.9
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Native American	2013	2
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Native American	2012	4.2
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	White	2011	4.7
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	White	2013	4.3
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	White	2012	7.5
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	28.6
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	27.8
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	30.6
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	28.5
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	29.5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	71.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	8.7
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	38.7
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	89.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	8.5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	47.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	84.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	44.4
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	42.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	51.4
HIV Diagnoses Rate (Per 100,000 people)	Other	2013	8.7
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	47.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	15.1
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	23.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	37
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	405.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	245.9
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	314.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	334.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	320.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	348
HIV Diagnoses Rate (Per 100,000 people)	Other	2012	17.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	266.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	265.6
HIV Diagnoses Rate (Per 100,000 people)	All	2014	13.8
HIV Diagnoses Rate (Per 100,000 people)	All	2014	35.6
HIV Diagnoses Rate (Per 100,000 people)	All	2013	66.3
HIV Diagnoses Rate (Per 100,000 people)	All	2013	13
HIV Diagnoses Rate (Per 100,000 people)	All	2013	38.2
HIV Diagnoses Rate (Per 100,000 people)	All	2012	60.4
HIV Diagnoses Rate (Per 100,000 people)	All	2012	18.1
HIV Diagnoses Rate (Per 100,000 people)	All	2012	38.1
HIV Diagnoses Rate (Per 100,000 people)	All	2014	59.8
HIV Diagnoses Rate (Per 100,000 people)	Black	2014	40.1
HIV Diagnoses Rate (Per 100,000 people)	Black	2013	43
HIV Diagnoses Rate (Per 100,000 people)	Black	2012	42.8
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2014	8.2
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2013	10.3
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2012	10.3
HIV Diagnoses Rate (Per 100,000 people)	Other	2014	8.7
HIV Diagnoses Rate (Per 100,000 people)	White	2014	23.4
HIV Diagnoses Rate (Per 100,000 people)	White	2013	25.2
HIV Diagnoses Rate (Per 100,000 people)	White	2012	21.6
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	2.6
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	1.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	2.1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	13.1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	2.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	7.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	20.3
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	5.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	12.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2014	2.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	8.2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	12.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2014	0
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	2.1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	4.1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2014	4.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2013	4.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2012	13.1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2014	0
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	3.6
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	7.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	40.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	86.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	12
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	47.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	84.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	9.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	45.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	73.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	10.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2012	52.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2011	49.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2013	44
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2012	18.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2011	26
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2013	16.1
Infant Mortality Rate (Per 1,000 live births)	All	2011	12.6
Infant Mortality Rate (Per 1,000 live births)	Black	2011	14.8
Infant Mortality Rate (Per 1,000 live births)	White	2011	10.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	81.7
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	44.9
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	60.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	79.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	48.9
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	61.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	73
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	45.7
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	56.5
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	62.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	62.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	56.9
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	43.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	56.9
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	53.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	19.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	6.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	12.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	14.2
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	4.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	14.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	9.8
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2013	4
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2013	3
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2013	7
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2012	2
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2012	6
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2012	8
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2011	5
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2011	6
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2011	11
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2013	4
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2012	6
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2011	7
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Hispanic	2013	1
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Other	2013	1
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2013	2
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2012	2
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2011	4
Percent of Adults Who Are Obese	All	2011	39.7
Percent of Adults Who Are Obese	Black	2011	39.3
Percent of Adults Who Are Obese	Hispanic	2011	47.2
Percent of Adults Who Are Obese	White	2011	33.9
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2011	19.1
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Black	2011	19.3
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Hispanic	2011	25.6
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	White	2011	14.9
Percent of High School Students Who Are Obese	All	2013	25.4
Percent of High School Students Who Are Obese	All	2013	20.8
Percent of Low Birth Weight Babies Born	White	2011	8.3
Percent of High School Students Who Are Obese	All	2013	22.9
Percent of High School Students Who Are Obese	Black	2013	22.6
Percent of High School Students Who Are Obese	Hispanic	2013	29.2
Percent of High School Students Who Meet CDC-Recommended Physical Activity Levels	All	2013	16.6
Percent of High School Students Who Meet CDC-Recommended Physical Activity Levels	All	2013	10.8
Percent of High School Students Who Meet CDC-Recommended Physical Activity Levels	All	2013	13.3
Percent of High School Students Who Meet CDC-Recommended Physical Activity Levels	Black	2013	13.9
Percent of High School Students Who Meet CDC-Recommended Physical Activity Levels	Hispanic	2013	8.6
Percent of Low Birth Weight Babies Born	All	2011	13
Percent of Low Birth Weight Babies Born	Black	2011	14.1
Percent of Low Birth Weight Babies Born	Hispanic	2011	6.6
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2014	1243.2
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2014	401.5
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2014	799.7
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2013	1192.3
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2013	392.2
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2013	770.7
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2012	1146.1
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2012	383.4
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2012	744.2
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Black	2014	864.7
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Black	2013	832.5
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Black	2012	802.8
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Hispanic	2014	351.3
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Hispanic	2013	345.1
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Hispanic	2012	339
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Other	2014	554.1
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Other	2013	545.4
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Other	2012	545.4
Persons Living with HIV/AIDS Rate (Per 100,000 people)	White	2014	607.9
Persons Living with HIV/AIDS Rate (Per 100,000 people)	White	2013	584.5
Persons Living with HIV/AIDS Rate (Per 100,000 people)	White	2012	562.9
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	17.3
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	17.4
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	18.3
Race/Ethnicity	Multiracial	2013	1.7
Race/Ethnicity	Other	2013	0.1
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2013	14.6
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2013	2.3
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2013	8.1
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	15.7
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	3.2
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	9
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2011	15.1
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2011	3.7
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2011	8.9
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2011	7.1
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2013	6.6
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2012	7.5
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2013	13.4
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2012	18.9
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2011	20.3
Tuberculosis Incidence Rate (Per 100,000 people)	All	2012	5.2
Tuberculosis Incidence Rate (Per 100,000 people)	Black	2012	4.2
Tuberculosis Incidence Rate (Per 100,000 people)	Hispanic	2012	6.2
Tuberculosis Incidence Rate (Per 100,000 people)	White	2012	10
