Indicator	Race	Year	Value
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Hispanic	2010	13.6
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Other	2012	36.5
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Other	2011	32.3
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Other	2010	19.9
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	White	2012	51.1
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	White	2011	42.2
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	White	2010	39.5
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	22.5
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	20.8
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	21.4
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	10.9
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	41.4
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	24.9
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	24.2
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	15.1
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	15.6
Percent of Adults Who Currently Smoke	All	2011	14.4
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	16.6
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	26.7
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	22.9
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	24.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	11
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	1.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	6.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	11
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	2.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	6.5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	9.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	1.5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	5.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	1.4
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	2.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2010	2.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	15.1
HIV Diagnoses Rate (Per 100,000 people)	All	2011	10.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	16.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	4.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	4.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	2.5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	2.4
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2012	7.5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2011	4.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	8.3
HIV Diagnoses Rate (Per 100,000 people)	All	2010	11.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	9.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	8.3
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	146.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	180.9
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	119.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	146.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	107.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	182.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	140.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	190.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	113
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	94.9
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2010	103.9
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	106.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	211.9
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	218.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	219.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	120.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	118.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	115.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2010	117.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2012	112.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2011	142.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	152.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	147.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	155.6
HIV Diagnoses Rate (Per 100,000 people)	All	2012	10.3
Life Expectancy at Birth (Years)	Asian/PI	2011	87.3
HIV Diagnoses Rate (Per 100,000 people)	Black	2011	22.1
HIV Diagnoses Rate (Per 100,000 people)	Black	2010	33.5
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2011	10.6
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2010	13.5
HIV Diagnoses Rate (Per 100,000 people)	White	2011	6.9
HIV Diagnoses Rate (Per 100,000 people)	White	2010	9.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	3.1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	1.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	3.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	1.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	3.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	1.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	1.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	1.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	5.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	1.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	3.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	3.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	2
Life Expectancy at Birth (Years)	Asian/PI	2013	88.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	3
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2010	3.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2010	2.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2012	15.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2011	13.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	4.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	2.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	2.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2012	2
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2011	2.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2010	1.5
Infant Mortality Rate (Per 1,000 live births)	All	2012	3.9
Infant Mortality Rate (Per 1,000 live births)	All	2011	4.3
Infant Mortality Rate (Per 1,000 live births)	All	2010	4.5
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2012	2.6
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2011	3
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2010	2.4
Infant Mortality Rate (Per 1,000 live births)	Black	2012	9.5
Infant Mortality Rate (Per 1,000 live births)	Black	2011	6.1
Infant Mortality Rate (Per 1,000 live births)	Black	2010	7.7
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2012	4.2
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2011	4.5
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2010	4.6
Infant Mortality Rate (Per 1,000 live births)	Other	2012	10.7
Infant Mortality Rate (Per 1,000 live births)	Other	2011	11.5
Infant Mortality Rate (Per 1,000 live births)	Other	2010	12.2
Infant Mortality Rate (Per 1,000 live births)	White	2011	3.7
Infant Mortality Rate (Per 1,000 live births)	White	2012	3.1
Infant Mortality Rate (Per 1,000 live births)	White	2010	4.6
Life Expectancy at Birth (Years)	All	2012	81.9
Life Expectancy at Birth (Years)	All	2011	79.6
Life Expectancy at Birth (Years)	All	2011	84
Life Expectancy at Birth (Years)	All	2013	80.1
Life Expectancy at Birth (Years)	All	2011	82
Life Expectancy at Birth (Years)	All	2013	84.5
Life Expectancy at Birth (Years)	All	2013	82.3
Life Expectancy at Birth (Years)	All	2012	79.5
Life Expectancy at Birth (Years)	All	2012	84.3
Life Expectancy at Birth (Years)	Asian/PI	2012	87.5
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	40.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	31.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	35.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	44.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	29.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	36.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	44.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	30.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	36.5
Percent of Adults Who Currently Smoke	All	2011	12
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	27.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	28.5
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2010	27.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	54.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	48.7
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	48.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	18.7
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	24
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	21
Percent of Adults Who Currently Smoke	All	2011	13.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2012	38.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2011	43.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	39.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	39.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	41
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	10.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	3.4
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2013	6.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	6.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	9.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	3.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	6.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	8.2
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	4.2
Percent of Adults Who Are Obese	Black	2011	27.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	6.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	3.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	5.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2010	3.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	9.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	6.3
Percent of Adults Who Are Obese	Hispanic	2011	28.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	6.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	5.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	4.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	5.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2011	8.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2010	5.2
Percent of Adults Who Are Obese	Multiracial	2011	20.2
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	8.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	7.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	7.3
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2014	10.7
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2014	6.1
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2014	8.4
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2013	12
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2013	9.3
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2012	11.4
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2012	5.9
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2012	8.6
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2011	11
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2011	7.5
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2011	9.3
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2010	10.3
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2010	5.9
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2010	8.1
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2014	NaN
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2013	15.5
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2012	NaN
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2011	NaN
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2010	NaN
Percent of Adults Who Are Obese	White	2011	20.1
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Hispanic	2014	3
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Hispanic	2013	3.7
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Hispanic	2012	3.2
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Hispanic	2011	3.7
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Hispanic	2010	2.3
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2014	13.7
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2013	14.5
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2012	13.6
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2011	14.7
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2010	12.7
Percent of Adults Who Are Obese	All	2010	26.1
Percent of Adults Who Are Obese	All	2011	24.1
Percent of Adults Who Are Obese	All	2011	22.7
Percent of Adults Who Are Obese	All	2011	21.4
Percent of Adults Who Are Obese	All	2012	22.3
Race/Ethnicity	Other	2013	0.2
Percent of Adults Who Binge Drank	All	2011	42.2
Percent of Adults Who Binge Drank	All	2011	28.4
Percent of Adults Who Binge Drank	All	2011	34.9
Percent of Adults Who Binge Drank	Asian/PI	2011	28.6
Percent of Adults Who Binge Drank	Black	2011	26.4
Percent of Adults Who Binge Drank	Hispanic	2011	36
