Indicator	Race	Year	Value
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	117
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	119.7
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	111.4
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	109.4
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2010	122.4
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	170.6
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	173
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	176.5
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	863.6
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	623.5
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	731.9
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	865.1
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	624.7
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	732.8
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	405.4
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	407.1
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	885.2
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	887.1
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	535.4
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	20.8
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	539.1
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	591.7
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	595.3
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	747.1
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	745.8
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	25.5
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	17.7
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	21.2
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	26
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	18.2
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	21.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	24.9
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	17.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	15.7
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	15.9
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2010	15.5
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	39.7
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	40.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	39.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	26.9
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	27.2
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	27.1
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	36.9
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	36.5
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2010	36.4
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	18.5
Infant Mortality Rate (Per 1,000 live births)	Native American	2010	8.3
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	19.1
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	18.2
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	21.3
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	21.6
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	22.1
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	11.3
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	11.3
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2010	11.9
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	30.2
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	31.2
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	31.3
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	14.7
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	14.1
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	14.4
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	10.8
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	10.8
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2010	11.5
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	21.3
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	21.6
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	22.1
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	18.5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	10.5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	18
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	2.9
Infant Mortality Rate (Per 1,000 live births)	White	2011	5.1
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	10.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	17.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	2.7
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	10.1
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	2.5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	2.4
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2010	2.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	19
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	17.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	17.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	5.7
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	5.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	5.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	7.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	7.1
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2010	7.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	10
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	9.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	9.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	214.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	134.3
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	169.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	214.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	135.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	170.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	92.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	92.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	215.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	216.3
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	121.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	122
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	120.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	119.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	171.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	172.3
HIV Diagnoses Rate (Per 100,000 people)	All	2012	29.9
HIV Diagnoses Rate (Per 100,000 people)	All	2012	7.2
HIV Diagnoses Rate (Per 100,000 people)	All	2012	15.3
HIV Diagnoses Rate (Per 100,000 people)	All	2011	27.7
HIV Diagnoses Rate (Per 100,000 people)	All	2011	7.1
HIV Diagnoses Rate (Per 100,000 people)	All	2011	14.3
HIV Diagnoses Rate (Per 100,000 people)	All	2010	28
HIV Diagnoses Rate (Per 100,000 people)	All	2010	7.5
HIV Diagnoses Rate (Per 100,000 people)	All	2010	14.6
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2012	6.1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	0.4
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2011	5.7
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2010	5.1
HIV Diagnoses Rate (Per 100,000 people)	Black	2012	58.3
HIV Diagnoses Rate (Per 100,000 people)	Black	2011	54.6
HIV Diagnoses Rate (Per 100,000 people)	Black	2010	56.4
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2012	18.5
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2011	17.8
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2010	17.9
HIV Diagnoses Rate (Per 100,000 people)	Native American	2012	9.9
HIV Diagnoses Rate (Per 100,000 people)	Native American	2011	7.8
HIV Diagnoses Rate (Per 100,000 people)	Native American	2010	8.4
HIV Diagnoses Rate (Per 100,000 people)	Other	2012	15.1
HIV Diagnoses Rate (Per 100,000 people)	Other	2011	12.4
HIV Diagnoses Rate (Per 100,000 people)	Other	2010	11.1
HIV Diagnoses Rate (Per 100,000 people)	White	2012	6.7
HIV Diagnoses Rate (Per 100,000 people)	White	2011	6.2
HIV Diagnoses Rate (Per 100,000 people)	White	2010	6.3
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	1.2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	3.2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	2.2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	3.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	1.3
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	2.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	3.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	1.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	2.6
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	0.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2010	0.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	9.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	10.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	12
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	2.2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	2.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	2.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	1.2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2010	1.6
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	1.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	8.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	2.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	5.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	8.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	2.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	5.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	8.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	2.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	5.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	1.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	1.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	2
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2013	18.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2012	19.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2011	18.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	4.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	4.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	5
Homicide Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	5.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	5.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	5.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2013	2.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2012	2.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2011	2.6
Infant Mortality Rate (Per 1,000 live births)	All	2011	6.1
Infant Mortality Rate (Per 1,000 live births)	All	2010	6.1
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2011	4.4
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2010	4.3
Infant Mortality Rate (Per 1,000 live births)	Black	2011	11.5
Infant Mortality Rate (Per 1,000 live births)	Black	2010	11.5
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2011	5.2
Infant Mortality Rate (Per 1,000 live births)	White	2010	5.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	56.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	36.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	44.9
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	57.7
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	37.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	46
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	60.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	38.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	47.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	24
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	24.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2010	24.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	49.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	50.5
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	52.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	20.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	19.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	19.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	30.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	29.9
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2010	33.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	48
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	49.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	50.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	16.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	6.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	11.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	16.1
Percent of Adults Who Binge Drank	All	2013	26.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	6.3
Percent of Adults Who Currently Smoke	All	2011	19
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	11.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	16.2
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	6.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	11.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	4.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	4.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2010	5.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	11.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	11.3
Percent of Mothers Under Age 20	Asian/PI	2011	2.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	11.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	9.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	9.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	9.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	16.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	16.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2010	15.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	12.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	11.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	11.9
Percent of Mothers Under Age 20	Black	2010	15.2
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2013	57.1
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2013	61.8
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2013	59.7
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2012	55.8
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2012	63.1
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2012	59.9
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2011	59.5
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2011	64.5
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2011	62.3
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Black	2013	48.7
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Black	2012	46.1
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Black	2011	47.6
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Hispanic	2013	39.2
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Hispanic	2012	43.4
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Hispanic	2011	43.1
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	White	2013	63.6
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	White	2012	64
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	White	2011	66.5
Percent of Adults Who Are Obese	All	NaN	34.9
Percent of Adults Who Are Obese	All	NaN	36.1
Percent of Adults Who Are Obese	All	NaN	33.5
Percent of Adults Who Are Obese	Black	NaN	47.8
Percent of Adults Who Are Obese	Hispanic	NaN	42.5
Percent of Adults Who Are Obese	White	NaN	32.6
Percent of Adults Who Binge Drank	All	2013	32.8
Percent of Adults Who Binge Drank	All	2013	21.4
Percent of Adults Who Binge Drank	All	2012	33
Percent of Adults Who Binge Drank	All	2012	21.6
Percent of Adults Who Binge Drank	All	2012	27.1
Percent of Adults Who Binge Drank	All	2011	32.5
Percent of Adults Who Binge Drank	All	2011	21.4
Percent of Adults Who Binge Drank	All	2011	26.7
Percent of Adults Who Binge Drank	Asian/PI	2013	14.4
Percent of Adults Who Binge Drank	Asian/PI	2012	14.8
Percent of Adults Who Binge Drank	Asian/PI	2011	14.1
Percent of Adults Who Binge Drank	Black	2013	23.6
Percent of Adults Who Binge Drank	Black	2012	24.3
Percent of Adults Who Binge Drank	Black	2011	22.8
Percent of Adults Who Binge Drank	Hispanic	2013	28.6
Percent of Adults Who Currently Smoke	All	2011	21.3
Percent of Adults Who Binge Drank	Hispanic	2011	28.4
Percent of Adults Who Binge Drank	Hispanic	2012	27.6
Percent of Adults Who Binge Drank	Native American	2013	28.3
Percent of Adults Who Binge Drank	Native American	2012	33.2
Percent of Adults Who Binge Drank	Native American	2011	28.8
Percent of Adults Who Binge Drank	Other	2013	28.7
Percent of Adults Who Binge Drank	White	2013	28.1
Percent of Adults Who Binge Drank	White	2012	28.2
Percent of Adults Who Binge Drank	White	2011	28
Percent of Adults Who Currently Smoke	All	2013	20.5
Percent of Adults Who Currently Smoke	All	2013	15.5
Percent of Adults Who Currently Smoke	All	2013	17.9
Percent of Adults Who Currently Smoke	All	2012	20.5
Percent of Adults Who Currently Smoke	All	2012	15.9
Percent of Adults Who Currently Smoke	All	2012	18.1
Percent of Adults Who Currently Smoke	All	2011	16.7
Percent of Adults Who Currently Smoke	Asian/PI	2013	9.4
Percent of Adults Who Currently Smoke	Asian/PI	2012	10.4
Percent of Adults Who Currently Smoke	Asian/PI	2011	9.6
Percent of Adults Who Currently Smoke	Black	2013	17.9
Percent of Adults Who Currently Smoke	Black	2012	17.5
Percent of Adults Who Currently Smoke	Black	2011	18.9
Percent of Adults Who Currently Smoke	Hispanic	2013	11.7
Percent of Adults Who Currently Smoke	Hispanic	2012	12.1
Percent of Adults Who Currently Smoke	Hispanic	2011	12.3
Percent of Adults Who Currently Smoke	Native American	2013	21.5
Percent of Adults Who Currently Smoke	Native American	2012	18.8
Percent of Adults Who Currently Smoke	Native American	2011	26.7
Percent of Adults Who Currently Smoke	Other	2013	27.8
Percent of Adults Who Currently Smoke	White	2013	20.3
Percent of Adults Who Currently Smoke	White	2012	20.6
Percent of Adults Who Currently Smoke	White	2011	21.2
Percent of Adults Who Received Seasonal Flu Shot	All	2013	43.5
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2011	52.4
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2011	45.4
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2011	48.8
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2013	54.1
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2013	46.1
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2013	49.9
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2012	53.8
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2012	46.5
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2012	50
