Indicator	Race	Year	Value
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	127.8
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	111.1
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	103.9
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	175.3
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	180
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	180.2
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	878
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	642.1
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	762.8
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	994.9
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	651.9
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	811.3
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	996.2
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	987.4
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	741.2
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	750
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	31.8
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	22.9
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	26.7
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	26.7
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	17.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	21.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	26.5
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	17
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	21.2
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	45.1
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	38.2
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	33.7
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	14.7
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	22.2
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	16.1
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2013	126.1
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2013	43.2
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2013	83.5
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2012	99
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2012	41.5
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2012	69.9
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2011	81.1
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2011	26.1
Infant Mortality Rate (Per 1,000 live births)	All	2013	5.9
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2011	52.3
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Black	2013	97.4
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Black	2012	61
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Black	2011	63.7
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	White	2013	77
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	White	2012	79.8
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	White	2011	44.7
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	18.1
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	25.9
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	31.1
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	23.4
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	40.6
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	44.7
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	16.1
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	23.3
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	25.7
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	38.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	5.4
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	21.4
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	46.1
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	5.1
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	24.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	47
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	6.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	26.1
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	40.7
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	53.7
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	62.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	13.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	11.4
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	10.3
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	199.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	167
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	185.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	145.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	151.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	221
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	138.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	140.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	140.3
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	211.3
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	202.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	181.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	128
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	92.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	79.9
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	142.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	157
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	155
HIV Diagnoses Rate (Per 100,000 people)	All	2014	26
HIV Diagnoses Rate (Per 100,000 people)	All	2014	2.5
HIV Diagnoses Rate (Per 100,000 people)	All	2014	13.9
HIV Diagnoses Rate (Per 100,000 people)	All	2013	26.4
HIV Diagnoses Rate (Per 100,000 people)	All	2013	4.6
HIV Diagnoses Rate (Per 100,000 people)	All	2013	15.2
HIV Diagnoses Rate (Per 100,000 people)	All	2012	24.6
HIV Diagnoses Rate (Per 100,000 people)	All	2012	5.1
HIV Diagnoses Rate (Per 100,000 people)	All	2012	14.6
HIV Diagnoses Rate (Per 100,000 people)	Black	2014	26.5
HIV Diagnoses Rate (Per 100,000 people)	Black	2013	30.2
HIV Diagnoses Rate (Per 100,000 people)	Black	2012	30.9
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2014	17.4
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2013	8.7
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2012	4.4
HIV Diagnoses Rate (Per 100,000 people)	Native American	2014	8.9
HIV Diagnoses Rate (Per 100,000 people)	Native American	2013	17.7
HIV Diagnoses Rate (Per 100,000 people)	Native American	2012	26.6
HIV Diagnoses Rate (Per 100,000 people)	White	2014	7.5
HIV Diagnoses Rate (Per 100,000 people)	White	2013	9.1
HIV Diagnoses Rate (Per 100,000 people)	White	2012	7.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	8.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	1.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	4.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	4.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	3.2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	8.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	1.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	4.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	9.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	4.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	8.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	2.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	2.3
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	3.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	34.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	6.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	20.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	36.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	6.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	20.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	37.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	7
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	21.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2013	52.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2012	51.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2011	62.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2013	6.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2012	6.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2011	4.5
Infant Mortality Rate (Per 1,000 live births)	All	2011	5.8
Infant Mortality Rate (Per 1,000 live births)	All	2012	7.1
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2011	6.1
Infant Mortality Rate (Per 1,000 live births)	White	2011	3.5
Infant Mortality Rate (Per 1,000 live births)	White	2013	4.6
Infant Mortality Rate (Per 1,000 live births)	White	2012	4.7
Life Expectancy at Birth (Years)	All	2013	74.9
Life Expectancy at Birth (Years)	All	2013	80.2
Life Expectancy at Birth (Years)	All	2013	77.6
Life Expectancy at Birth (Years)	Black	2013	73.7
Life Expectancy at Birth (Years)	White	2013	78.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	65
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	47.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	55.5
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	73.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	38.5
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	53.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	78.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	37.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	54.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	63.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	54.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	60
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	59.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	57.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	52.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	16.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	13.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	4.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	8.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	5.2
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	10.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	14.2
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	5.4
Percent of Low Birth Weight Babies Born	All	2011	8.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	9.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	15.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	12.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	12.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	5.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	9.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	10.2
Percent of Low Birth Weight Babies Born	All	2012	8.2
Percent of Low Birth Weight Babies Born	All	2013	8.6
Percent of Low Birth Weight Babies Born	Asian/PI	2013	8.7
Percent of Low Birth Weight Babies Born	Asian/PI	2012	5.2
Percent of Low Birth Weight Babies Born	Asian/PI	2011	8.3
Percent of Low Birth Weight Babies Born	Black	2013	12.8
Percent of Low Birth Weight Babies Born	Black	2012	11.8
Percent of Low Birth Weight Babies Born	Black	2011	13.4
Percent of Low Birth Weight Babies Born	Hispanic	2013	6.7
Percent of Low Birth Weight Babies Born	Hispanic	2012	5.9
Percent of Low Birth Weight Babies Born	Hispanic	2011	6.8
Percent of Low Birth Weight Babies Born	Native American	2013	12.8
Percent of Low Birth Weight Babies Born	Native American	2012	6.1
Percent of Low Birth Weight Babies Born	Native American	2011	9.2
Percent of Low Birth Weight Babies Born	White	2011	6.3
Percent of Low Birth Weight Babies Born	White	2013	6
Percent of Low Birth Weight Babies Born	White	2012	6.5
Percent of Mothers Under Age 20	All	2013	7.8
Percent of Mothers Under Age 20	All	2012	8.5
Percent of Mothers Under Age 20	All	2011	9.4
Percent of Mothers Under Age 20	Asian/PI	2013	3.2
Percent of Mothers Under Age 20	Asian/PI	2012	2.6
Percent of Mothers Under Age 20	Asian/PI	2011	1.8
Percent of Mothers Under Age 20	Black	2013	11.6
Percent of Mothers Under Age 20	Black	2012	13.3
Percent of Mothers Under Age 20	Black	2011	15.1
Percent of Mothers Under Age 20	Hispanic	2013	13.2
Percent of Mothers Under Age 20	Hispanic	2012	12.5
Percent of Mothers Under Age 20	Hispanic	2011	14
Percent of Mothers Under Age 20	Native American	2013	9.2
Percent of Mothers Under Age 20	Native American	2012	10.5
Percent of Mothers Under Age 20	Native American	2011	13.8
Percent of Mothers Under Age 20	White	2013	3.9
Percent of Mothers Under Age 20	White	2012	4.4
Percent of Mothers Under Age 20	White	2011	4.3
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2014	471.4
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2014	81.1
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2014	270.6
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2013	445.4
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2013	78.6
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2013	256.6
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2012	418.9
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2012	74
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2012	241.4
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Asian/PI	2014	141.9
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Asian/PI	2013	133
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Asian/PI	2012	115.3
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Black	2014	429.7
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Black	2013	403.2
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Black	2012	373
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Hispanic	2014	171.9
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Hispanic	2013	154.5
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Hispanic	2012	145.8
Persons Living with HIV/AIDS Rate (Per 100,000 people)	White	2014	222.8
Persons Living with HIV/AIDS Rate (Per 100,000 people)	White	2013	215.3
Persons Living with HIV/AIDS Rate (Per 100,000 people)	White	2012	206.1
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	12.3
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	17.3
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	14.3
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	15.7
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	9.1
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	10.8
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	12.8
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	7.5
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	9.5
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	14.7
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	9.2
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	5.5
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	17.7
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	11.5
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	11.1
Race/Ethnicity	American Indian/Alaska Native	2013	0.4
Race/Ethnicity	Asian/PI	2013	2.6
Race/Ethnicity	Black	2013	29
Race/Ethnicity	Hispanic	2013	10.1
Race/Ethnicity	Multiracial	2013	2.6
Race/Ethnicity	Other	2013	0.2
Race/Ethnicity	White	2013	55.1
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2013	26.6
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2013	6.6
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2013	16.3
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	25.2
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	5.7
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	14.5
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2011	23.1
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2011	4.9
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2011	13.8
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2012	10.4
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2013	6
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2011	10.8
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2011	16.9
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2013	22.1
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2012	18.3
Tuberculosis Incidence Rate (Per 100,000 people)	All	2011	3.5
Tuberculosis Incidence Rate (Per 100,000 people)	Asian/PI	2011	47.3
Tuberculosis Incidence Rate (Per 100,000 people)	Black	2011	6.6
Tuberculosis Incidence Rate (Per 100,000 people)	Hispanic	2011	4.4
Tuberculosis Incidence Rate (Per 100,000 people)	Native American	2011	0
Tuberculosis Incidence Rate (Per 100,000 people)	White	2011	0
Tuberculosis Incidence Rate (Per 100,000 people)	All	2011	2.1
Tuberculosis Incidence Rate (Per 100,000 people)	All	2011	5
Tuberculosis Incidence Rate (Per 100,000 people)	All	2012	3.3
Tuberculosis Incidence Rate (Per 100,000 people)	Asian/PI	2012	61
Tuberculosis Incidence Rate (Per 100,000 people)	Black	2012	2.9
Tuberculosis Incidence Rate (Per 100,000 people)	Hispanic	2012	4.4
Tuberculosis Incidence Rate (Per 100,000 people)	Native American	2012	0
Tuberculosis Incidence Rate (Per 100,000 people)	White	2012	0.7
Tuberculosis Incidence Rate (Per 100,000 people)	All	2012	1.7
Tuberculosis Incidence Rate (Per 100,000 people)	All	2012	5
Tuberculosis Incidence Rate (Per 100,000 people)	All	2013	3.7
Tuberculosis Incidence Rate (Per 100,000 people)	Asian/PI	2013	9
Tuberculosis Incidence Rate (Per 100,000 people)	Black	2013	8.1
Tuberculosis Incidence Rate (Per 100,000 people)	Hispanic	2013	4.3
Tuberculosis Incidence Rate (Per 100,000 people)	Native American	2013	0
Tuberculosis Incidence Rate (Per 100,000 people)	White	2013	1.1
Tuberculosis Incidence Rate (Per 100,000 people)	All	2013	1.7
Tuberculosis Incidence Rate (Per 100,000 people)	All	2013	5.8
Tuberculosis Incidence Rate (Per 100,000 people)	All	2014	2.2
Tuberculosis Incidence Rate (Per 100,000 people)	Asian/PI	2014	8.7
Tuberculosis Incidence Rate (Per 100,000 people)	Black	2014	3.7
Tuberculosis Incidence Rate (Per 100,000 people)	Hispanic	2014	4.2
Tuberculosis Incidence Rate (Per 100,000 people)	Native American	2014	0
Tuberculosis Incidence Rate (Per 100,000 people)	White	2014	0.7
Tuberculosis Incidence Rate (Per 100,000 people)	All	2014	1.3
Tuberculosis Incidence Rate (Per 100,000 people)	All	2014	3.1
