Indicator	Race	Year	Value
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2011	0
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2012	0
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2013	0
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2014	0
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Multiracial	2011	0
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Multiracial	2014	0
Tuberculosis Incidence Rate (Per 100,000 people)	Black	2011	0
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	American Indian/Alaska Native	2011	0
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	American Indian/Alaska Native	2012	0
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	American Indian/Alaska Native	2013	0
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	American Indian/Alaska Native	2014	0
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2014	0
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2011	0
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2012	0
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2013	0
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2014	0
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Multiracial	2012	0
Homicide Rate (Age-Adjusted; Per 100,000 people)	American Indian/Alaska Native	2011	0
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2014	0.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	American Indian/Alaska Native	2012	0
Homicide Rate (Age-Adjusted; Per 100,000 people)	American Indian/Alaska Native	2013	0
Homicide Rate (Age-Adjusted; Per 100,000 people)	American Indian/Alaska Native	2014	0
Homicide Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2014	0
Homicide Rate (Age-Adjusted; Per 100,000 people)	Other	2011	0
Homicide Rate (Age-Adjusted; Per 100,000 people)	Other	2012	0
Percent of Mothers Under Age 20	American Indian/Alaska Native	2011	0
Homicide Rate (Age-Adjusted; Per 100,000 people)	Other	2013	0
Homicide Rate (Age-Adjusted; Per 100,000 people)	Other	2014	0
Homicide Rate (Age-Adjusted; Per 100,000 people)	Multiracial	2012	0
Homicide Rate (Age-Adjusted; Per 100,000 people)	Multiracial	2013	0
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	American Indian/Alaska Native	2011	0
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	American Indian/Alaska Native	2012	0
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	American Indian/Alaska Native	2013	0
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	American Indian/Alaska Native	2014	0
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	0
Suicide Rate  (Age-Adjusted; Per 100,000 people)	American Indian/Alaska Native	2011	0
Suicide Rate  (Age-Adjusted; Per 100,000 people)	American Indian/Alaska Native	2012	0
Suicide Rate  (Age-Adjusted; Per 100,000 people)	American Indian/Alaska Native	2013	0
Suicide Rate  (Age-Adjusted; Per 100,000 people)	American Indian/Alaska Native	2014	0
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Other	2011	0
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Other	2012	0
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Other	2013	0
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Other	2014	0
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2010	0
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2012	0
Percent of Mothers Under Age 20	American Indian/Alaska Native	2010	0
Percent of Mothers Under Age 20	American Indian/Alaska Native	2012	0
Percent of Mothers Under Age 20	Other	2010	0
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	American Indian/Alaska Native	2011	0
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	American Indian/Alaska Native	2012	0
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	American Indian/Alaska Native	2013	0
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	American Indian/Alaska Native	2014	0
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2012	0.4
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2013	0.4
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2013	0.4
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2014	0.4
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2013	0.4
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2014	0.4
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	Hispanic	2013	0.5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	0.7
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	White	2013	0.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2014	0.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	0.8
Tuberculosis Incidence Rate (Per 100,000 people)	White	2011	1.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	1.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	1.3
AIDS Diagnoses Rate (Per 100,000 people)	All	2012	1.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	1.3
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	1.3
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	All	2013	1.3
Percent of Mothers Under Age 20	White	2011	1.4
Tuberculosis Incidence Rate (Per 100,000 people)	White	2014	1.5
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	All	2012	1.5
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	Black	2013	1.5
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	All	2014	1.5
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	Hispanic	2011	1.5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	1.6
Tuberculosis Incidence Rate (Per 100,000 people)	Hispanic	2013	6.4
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	1.6
AIDS Diagnoses Rate (Per 100,000 people)	Asian/PI	2013	1.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	1.6
Percent of Mothers Under Age 20	White	2010	1.6
Tuberculosis Incidence Rate (Per 100,000 people)	Black	2012	1.7
Tuberculosis Incidence Rate (Per 100,000 people)	Black	2014	1.7
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	All	2011	1.7
AIDS Diagnoses Rate (Per 100,000 people)	All	2013	1.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	2
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	1.7
Percent of Mothers Under Age 20	White	2012	1.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	1.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2011	1.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	1.8
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	Black	2011	1.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2013	1.9
AIDS Diagnoses Rate (Per 100,000 people)	All	2014	2.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2014	2.2
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	All	2014	2.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	2.5
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	Asian/PI	2014	2.5
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2010	2.7
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	2.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2014	2.8
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2014	2.8
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	All	2011	2.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	2.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	3
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2011	3
Infant Mortality Rate (Per 1,000 live births)	All	2011	4.8
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	All	2013	3
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2011	3.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	3.1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	3.1
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	3.1
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	3.1
Tuberculosis Incidence Rate (Per 100,000 people)	Hispanic	2014	6.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	3.2
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	Hispanic	2013	3.2
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2014	3.2
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	All	2014	3.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	3.3
Percent of Mothers Under Age 20	Asian/PI	2012	3.3
Tuberculosis Incidence Rate (Per 100,000 people)	All	2013	8.2
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2014	3.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	3.4
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	Hispanic	2012	3.4
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	3.5
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	All	2012	3.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2014	3.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	3.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2014	3.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	3.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	3.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	3.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	4.1
Tuberculosis Incidence Rate (Per 100,000 people)	Asian/PI	2012	28.5
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	All	2011	4.2
AIDS Diagnoses Rate (Per 100,000 people)	All	2011	4.2
Infant Mortality Rate (Per 1,000 live births)	All	2012	4.2
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Hispanic	2012	4.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2014	4.3
Infant Mortality Rate (Per 1,000 live births)	All	2010	4.3
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Hispanic	2014	4.3
Percent of Mothers Under Age 20	Asian/PI	2011	4.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	4.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	4.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	4.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	4.4
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	White	2011	4.4
Tuberculosis Incidence Rate (Per 100,000 people)	White	2012	4.4
Percent of Mothers Under Age 20	Asian/PI	2010	4.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	4.5
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	4.5
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2012	4.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	4.6
Tuberculosis Incidence Rate (Per 100,000 people)	All	2011	4.7
Tuberculosis Incidence Rate (Per 100,000 people)	All	2012	4.7
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2012	4.7
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2014	4.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	4.8
Tuberculosis Incidence Rate (Per 100,000 people)	Hispanic	2011	4.8
Tuberculosis Incidence Rate (Per 100,000 people)	Hispanic	2012	4.8
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2012	4.8
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	All	2013	4.9
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	Black	2012	4.9
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2013	4.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	5
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Black	2014	5
Tuberculosis Incidence Rate (Per 100,000 people)	Black	2013	5
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2013	5
HIV Diagnoses Rate (Per 100,000 people)	All	2012	5.1
HIV Diagnoses Rate (Per 100,000 people)	All	2013	5.1
Tuberculosis Incidence Rate (Per 100,000 people)	All	2014	5.1
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2014	5.1
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	White	2014	5.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	5.2
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	5.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	5.3
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2011	5.3
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2011	5.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	5.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	5.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	5.4
Infant Mortality Rate (Per 1,000 live births)	Black	2011	5.4
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	5.4
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Hispanic	2013	5.5
HIV Diagnoses Rate (Per 100,000 people)	All	2014	5.5
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	5.5
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	5.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	5.6
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	White	2014	5.6
AIDS Diagnoses Rate (Per 100,000 people)	White	2013	5.9
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	All	2012	5.6
Infant Mortality Rate (Per 1,000 live births)	Black	2012	5.7
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2011	5.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	5.7
Percent of Mothers Under Age 20	Multiracial	2012	5.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2014	5.8
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Hispanic	2011	5.8
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	5.8
AIDS Diagnoses Rate (Per 100,000 people)	White	2014	5.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	5.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	5.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	5.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2014	5.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	6
Homicide Rate (Age-Adjusted; Per 100,000 people)	Multiracial	2011	6.4
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	White	2012	6
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	6.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	6.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	6.2
Tuberculosis Incidence Rate (Per 100,000 people)	All	2011	6.3
Percent of Mothers Under Age 20	Multiracial	2010	6.3
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Asian/PI	2014	6.3
AIDS Diagnoses Rate (Per 100,000 people)	Asian/PI	2012	6.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	6.4
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Asian/PI	2014	6.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	6.4
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	White	2013	6.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2014	6.5
Percent of Mothers Under Age 20	Other	2011	6.5
Tuberculosis Incidence Rate (Per 100,000 people)	All	2014	6.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	6.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	6.6
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Black	2012	6.7
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Black	2013	6.7
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	6.7
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2011	6.7
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions.	White	2011	6.7
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	6.7
HIV Diagnoses Rate (Per 100,000 people)	All	2011	6.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	6.9
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2014	7
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2014	7
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	7.1
AIDS Diagnoses Rate (Per 100,000 people)	All	2014	7.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	7.2
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	7.3
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	7.3
Tuberculosis Incidence Rate (Per 100,000 people)	All	2012	7.4
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	White	2013	7.4
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	7.5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	7.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	7.8
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Asian/PI	2012	7.9
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2014	7.9
Tuberculosis Incidence Rate (Per 100,000 people)	All	2011	7.9
Tuberculosis Incidence Rate (Per 100,000 people)	All	2014	7.9
Percent of Mothers Under Age 20	Other	2012	7.9
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Hispanic	2012	8
Percent of Mothers Under Age 20	Black	2012	9.6
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	8
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	8
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2011	8.1
Tuberculosis Incidence Rate (Per 100,000 people)	All	2013	8.1
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2014	8.1
Percent of Mothers Under Age 20	All	2012	8.1
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2011	8.1
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	8.2
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	8.3
Tuberculosis Incidence Rate (Per 100,000 people)	All	2013	8.4
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2014	8.4
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Hispanic	2011	8.5
AIDS Diagnoses Rate (Per 100,000 people)	Hispanic	2013	8.5
AIDS Diagnoses Rate (Per 100,000 people)	Hispanic	2014	8.5
AIDS Diagnoses Rate (Per 100,000 people)	All	2013	8.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	8.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	9.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	9.1
