Indicator	Race	Year	Value
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	688.7
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	816.4
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	874.1
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	26.7
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	18.7
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	22.1
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	31.4
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	23.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	26.8
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	25.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	16.9
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	20.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	29.7
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	35
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	27.4
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	24.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	31.3
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	16.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	22
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	15.5
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2013	2515.5
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2013	1529.4
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2013	1991.5
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2012	2574.8
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2012	1539.1
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2012	2024
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2011	2535.8
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2011	1520.1
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2011	1995.4
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Asian/PI	2013	129.9
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Asian/PI	2012	147.9
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Asian/PI	2011	93.1
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Black	2013	2585.6
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Black	2012	2596.8
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Black	2011	2731.6
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	12.2
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Hispanic	2013	977.9
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Hispanic	2012	1110.7
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Hispanic	2011	1206.1
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	White	2013	1914.1
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	White	2012	1904.1
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	White	2011	1685.8
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	14.8
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	30.2
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	15.6
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	18.5
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	20.9
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	20.5
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	17.8
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	13.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	271.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	155.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	202.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	297.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	172.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	224.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	280.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	174.3
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	218
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	64.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	64.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2010	105.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	228.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	240.9
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	266.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	145.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	173.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	158.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	187.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	226.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	194.6
HIV Diagnoses Rate (Per 100,000 people)	All	2013	56.3
HIV Diagnoses Rate (Per 100,000 people)	All	2013	11.9
HIV Diagnoses Rate (Per 100,000 people)	All	2013	32.8
HIV Diagnoses Rate (Per 100,000 people)	All	2012	48.5
HIV Diagnoses Rate (Per 100,000 people)	All	2012	16.6
HIV Diagnoses Rate (Per 100,000 people)	All	2012	31.7
HIV Diagnoses Rate (Per 100,000 people)	All	2011	45.3
HIV Diagnoses Rate (Per 100,000 people)	All	2011	13.1
HIV Diagnoses Rate (Per 100,000 people)	All	2011	28.3
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2013	8.4
HIV Diagnoses Rate (Per 100,000 people)	Black	2013	57.4
HIV Diagnoses Rate (Per 100,000 people)	Black	2012	50.2
HIV Diagnoses Rate (Per 100,000 people)	Black	2011	45.8
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2013	31.4
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2012	38.9
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2011	27.7
HIV Diagnoses Rate (Per 100,000 people)	White	2013	7.7
HIV Diagnoses Rate (Per 100,000 people)	White	2012	10.9
HIV Diagnoses Rate (Per 100,000 people)	White	2011	11.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	4.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	5.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	11.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	4.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	7.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	13.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	4.2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	8.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	7.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	13.2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	8.6
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	16.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	36.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	4.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	19.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	4
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	19.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2010	34.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2010	4.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2010	19.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	36.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2012	37.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2011	38.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2010	36.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	18.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	15.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	14.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2012	3.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2011	4
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2010	3.2
Infant Mortality Rate (Per 1,000 live births)	All	2010	10.7
Infant Mortality Rate (Per 1,000 live births)	All	2012	10.1
Infant Mortality Rate (Per 1,000 live births)	All	2011	9.3
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2010	3.1
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2012	6.1
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2011	1.5
Infant Mortality Rate (Per 1,000 live births)	Black	2010	14.8
Infant Mortality Rate (Per 1,000 live births)	Black	2012	15.6
Infant Mortality Rate (Per 1,000 live births)	Black	2011	14.1
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2010	8.9
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2012	6.7
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2011	5.2
Infant Mortality Rate (Per 1,000 live births)	White	2012	4.9
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	73.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	46.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	56.9
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	70.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	49.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	57.9
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	68.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	42.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	52.7
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	38.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	63.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	65.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	64.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	27
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	56.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	59.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	50.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	2.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	3.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	3.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	6.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	1.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	3.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	4.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	2.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	3.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	2
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	1.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2010	3.9
Percent of Adults Who Are Obese	Hispanic	2014	32.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	4.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	5.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	3.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	3.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	1.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	2.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	2.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	2.5
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2013	30.5
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2013	12.7
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Asian/PI	2013	2.8
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2013	21.1
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2012	36.2
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2012	15.3
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2012	25.2
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2011	11.7
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2011	23.1
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2011	35.9
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Asian/PI	2012	2.9
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Asian/PI	2011	3
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2013	37.6
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2012	43.4
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2011	38.4
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Hispanic	2013	9.9
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Hispanic	2012	15.1
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Hispanic	2011	12.6
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Other	2013	21.8
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Other	2012	21.3
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Other	2011	27.2
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2013	21.1
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2012	25.2
Percent of High School Students Who Are Obese	Black	2011	18.8
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2011	23.1
Percent of Adults Who Are Obese	All	2014	33.5
Percent of Adults Who Are Obese	All	2012	25.3
Percent of Adults Who Are Obese	All	2012	37.4
Percent of Adults Who Are Obese	All	2012	31.9
Percent of Adults Who Are Obese	All	2010	29.3
Percent of Adults Who Are Obese	All	2010	34.4
Percent of Adults Who Are Obese	All	2010	32.2
Percent of Adults Who Are Obese	Black	2014	40.2
Percent of Adults Who Are Obese	Black	2012	41.8
Percent of Adults Who Are Obese	Black	2010	38.4
Percent of Adults Who Are Obese	Hispanic	2012	32.4
Percent of Adults Who Are Obese	Hispanic	2010	35.9
Percent of Adults Who Are Obese	White	2014	29.3
Percent of Adults Who Are Obese	White	2012	24.8
Percent of Adults Who Are Obese	White	2010	26.8
Percent of Adults Who Binge Drank	All	2012	23.3
Percent of Adults Who Binge Drank	All	2012	14.8
Percent of Adults Who Binge Drank	All	2012	18.7
Percent of Adults Who Binge Drank	All	2011	31.8
Percent of Adults Who Binge Drank	All	2011	18.6
Percent of Adults Who Binge Drank	All	2010	20.7
Percent of Adults Who Binge Drank	All	2010	12.2
Percent of Adults Who Binge Drank	All	2010	16.1
Percent of Adults Who Binge Drank	All	2011	24.7
Percent of Adults Who Binge Drank	Black	2012	14.2
Percent of Adults Who Binge Drank	Black	2010	11.3
Percent of Adults Who Binge Drank	Black	2011	21.7
Percent of Adults Who Binge Drank	Hispanic	2012	22.1
Percent of Adults Who Binge Drank	Hispanic	2010	10.2
Percent of Adults Who Binge Drank	Hispanic	2011	36.5
Percent of Adults Who Binge Drank	White	2012	25.8
Percent of Adults Who Binge Drank	White	2011	26.3
Percent of Adults Who Binge Drank	White	2010	22.6
Percent of Adults Who Currently Smoke	All	2012	19.9
Percent of Adults Who Currently Smoke	All	2014	22.5
Percent of Adults Who Currently Smoke	All	2012	27.5
Percent of Adults Who Currently Smoke	All	2012	23.3
Percent of Adults Who Currently Smoke	All	2010	26.3
Percent of Adults Who Currently Smoke	All	2010	24.3
Percent of Adults Who Currently Smoke	All	2010	25.2
Percent of Adults Who Currently Smoke	Asian/PI	2012	18.1
Percent of Adults Who Currently Smoke	Asian/PI	2010	13
Percent of Adults Who Currently Smoke	Black	2014	26.1
Percent of Adults Who Currently Smoke	Black	2012	26.7
Percent of Adults Who Currently Smoke	Black	2010	27.6
Percent of Adults Who Currently Smoke	Hispanic	2014	18.6
Percent of Adults Who Currently Smoke	Hispanic	2012	25.1
Percent of Adults Who Currently Smoke	Hispanic	2010	21.5
Percent of Adults Who Currently Smoke	Other	2012	21
Percent of Adults Who Currently Smoke	Other	2010	21.8
Percent of Adults Who Currently Smoke	White	2014	21.3
Percent of Adults Who Currently Smoke	White	2012	20
Percent of Adults Who Currently Smoke	White	2010	25.1
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2011	49.3
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2011	40.5
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2011	44.6
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Black	2011	47
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Hispanic	2011	41
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	White	2011	44.2
Percent of Children Who Received Seasonal Flu Shot	All	2014	35.1
Percent of Children Who Received Seasonal Flu Shot	All	2014	35.2
Percent of Children Who Received Seasonal Flu Shot	All	2014	35.4
Percent of Children Who Received Seasonal Flu Shot	All	2013	37.6
Percent of Children Who Received Seasonal Flu Shot	All	2013	37.3
Percent of Children Who Received Seasonal Flu Shot	All	2013	37.7
Percent of High School Students Who Are Obese	Black	2013	15.3
Percent of Children Who Received Seasonal Flu Shot	All	2012	35.1
Percent of Children Who Received Seasonal Flu Shot	All	2012	35.1
Percent of Children Who Received Seasonal Flu Shot	All	2012	35.3
Percent of Children Who Received Seasonal Flu Shot	Asian/PI	2014	37.4
Percent of Children Who Received Seasonal Flu Shot	Asian/PI	2013	40.6
Percent of Children Who Received Seasonal Flu Shot	Asian/PI	2012	32.9
Percent of Children Who Received Seasonal Flu Shot	Black	2014	32.6
Percent of Children Who Received Seasonal Flu Shot	Black	2013	34.3
Percent of Children Who Received Seasonal Flu Shot	Black	2012	31.9
Percent of Children Who Received Seasonal Flu Shot	Hispanic	2014	35
Percent of Children Who Received Seasonal Flu Shot	Hispanic	2013	32
Percent of Children Who Received Seasonal Flu Shot	Hispanic	2012	28.1
Percent of Children Who Received Seasonal Flu Shot	Native American	2014	28.5
Percent of High School Students Who Are Obese	Hispanic	2013	13.9
Percent of Children Who Received Seasonal Flu Shot	Native American	2013	35
Percent of Children Who Received Seasonal Flu Shot	Native American	2012	34.4
Percent of Children Who Received Seasonal Flu Shot	Other	2014	60.2
Percent of Children Who Received Seasonal Flu Shot	Other	2013	51.3
Percent of Children Who Received Seasonal Flu Shot	Other	2012	48.5
Percent of Children Who Received Seasonal Flu Shot	White	2014	34.7
Percent of Children Who Received Seasonal Flu Shot	White	2013	35.6
Percent of Children Who Received Seasonal Flu Shot	White	2012	33
Percent of High School Students Who Are Obese	All	2013	15.7
Percent of High School Students Who Are Obese	All	2013	13.5
Percent of High School Students Who Are Obese	All	2013	14.6
Percent of High School Students Who Are Obese	All	2011	19.7
Percent of High School Students Who Are Obese	All	2011	15
Percent of High School Students Who Are Obese	All	2011	17.3
Percent of High School Students Who Are Obese	Asian/PI	2013	6.2
Percent of High School Students Who Are Obese	Asian/PI	2011	8.6
