Indicator	Race	Year	Value
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2013	41.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2012	32
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2011	32
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	9.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	8.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	15
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2013	6.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2012	11.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2011	10.4
Infant Mortality Rate (Per 1,000 live births)	All	2013	6
Infant Mortality Rate (Per 1,000 live births)	All	2012	6.2
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2012	6
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2011	3.3
Infant Mortality Rate (Per 1,000 live births)	Black	2012	14.1
Infant Mortality Rate (Per 1,000 live births)	Black	2013	12.3
Infant Mortality Rate (Per 1,000 live births)	Black	2011	11.8
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2012	5.6
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2011	5.2
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2013	6
Infant Mortality Rate (Per 1,000 live births)	White	2012	3.5
Infant Mortality Rate (Per 1,000 live births)	White	2011	3.8
Infant Mortality Rate (Per 1,000 live births)	White	2013	3.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	67.5
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	53
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	72.5
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	68
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	59.7
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	71.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	28.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	50.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	37.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	59
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	65.5
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	70.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	10.9
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	16.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	13.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	121.5
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	133.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	125.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	23.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	8.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	15.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	24.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	5.8
Percent of Low Birth Weight Babies Born	All	2012	7.2
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	14.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	20.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	9.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	14.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	7.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	11.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	10.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	16
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	14.4
Percent of Low Birth Weight Babies Born	All	2011	6.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	22.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	8.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	13.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	13.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	25.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	16
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	17.2
Percent of Low Birth Weight Babies Born	Asian/PI	2012	8.3
Percent of Low Birth Weight Babies Born	Asian/PI	2011	7.1
Percent of Low Birth Weight Babies Born	Asian/PI	2010	7.7
Percent of Low Birth Weight Babies Born	Black	2012	10.6
Percent of Low Birth Weight Babies Born	Black	2011	10.9
Percent of Low Birth Weight Babies Born	Black	2010	10.9
Percent of Low Birth Weight Babies Born	Hispanic	2012	6.3
Percent of Low Birth Weight Babies Born	Hispanic	2011	6.3
Percent of Low Birth Weight Babies Born	Hispanic	2010	6.3
Percent of Low Birth Weight Babies Born	Multiracial	2012	8.9
Percent of Low Birth Weight Babies Born	Multiracial	2011	9
Percent of Low Birth Weight Babies Born	Multiracial	2010	8.8
Percent of Low Birth Weight Babies Born	White	2012	5.5
Percent of Low Birth Weight Babies Born	White	2011	5.3
Percent of Low Birth Weight Babies Born	White	2010	6.8
Percent of Mothers Under Age 20	All	2012	8.1
Percent of Mothers Under Age 20	All	2011	8.7
Percent of Mothers Under Age 20	All	2010	9.3
Percent of Mothers Under Age 20	Asian/PI	2012	3.4
Percent of Mothers Under Age 20	Asian/PI	2011	4.5
Percent of Mothers Under Age 20	Asian/PI	2010	6.1
Percent of Mothers Under Age 20	Black	2012	13.8
Percent of Mothers Under Age 20	Black	2011	14.1
Percent of Mothers Under Age 20	Black	2010	14.1
Percent of Mothers Under Age 20	Hispanic	2012	11.4
Percent of Mothers Under Age 20	Hispanic	2011	12.4
Percent of Mothers Under Age 20	Hispanic	2010	12.7
Percent of Mothers Under Age 20	Multiracial	2012	14.7
Percent of Mothers Under Age 20	Multiracial	2011	13.5
Percent of Mothers Under Age 20	Multiracial	2010	14.5
Percent of Mothers Under Age 20	Native American	2012	9.1
Percent of Mothers Under Age 20	Native American	2011	2
Percent of Mothers Under Age 20	Native American	2010	16.4
Percent of Mothers Under Age 20	White	2012	3.8
Percent of Mothers Under Age 20	White	2011	3.9
Percent of Mothers Under Age 20	White	2010	4.6
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2013	251.8
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2012	414.1
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2012	68
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2012	235.5
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2011	379.7
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2011	64
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2011	217
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2013	442.9
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2013	72.4
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Asian/PI	2013	60.2
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Asian/PI	2012	51.4
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Asian/PI	2011	43.7
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Black	2013	446.6
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Black	2012	413.1
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Black	2011	373.9
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Hispanic	2012	141.2
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Hispanic	2011	129.6
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Hispanic	2013	161.5
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Other	2012	113.8
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Other	2011	108.2
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Other	2013	129.5
Persons Living with HIV/AIDS Rate (Per 100,000 people)	White	2012	357.3
Persons Living with HIV/AIDS Rate (Per 100,000 people)	White	2011	337.3
Persons Living with HIV/AIDS Rate (Per 100,000 people)	White	2013	373.8
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	27
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	26.5
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	34
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	24.1
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	20.3
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	27.7
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	25.5
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	24
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	24
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	10.1
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	10.6
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	15
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	45.2
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	45.4
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	56.5
Race/Ethnicity	American Indian/Alaska Native	2013	0.5
Race/Ethnicity	Asian/PI	2013	19.4
Race/Ethnicity	Black	2013	13.3
Race/Ethnicity	Hispanic	2013	27.2
Race/Ethnicity	Multiracial	2013	4.7
Race/Ethnicity	Other	2013	0.3
Race/Ethnicity	White	2013	34.7
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2013	17.1
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2013	18.1
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2013	17.6
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2012	13.3
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2012	13.3
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2012	13.5
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2011	7.6
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2011	8.4
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2011	8
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Asian/PI	2013	24.1
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Asian/PI	2012	13.9
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Asian/PI	2011	11.7
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Hispanic	2013	7
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Hispanic	2012	8.9
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Hispanic	2011	9.1
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	White	2013	9.2
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	White	2012	8
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	White	2011	5.5
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	5.8
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2013	35.9
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2013	16.4
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2013	26
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	30.9
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	17.8
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2011	29.8
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2011	12.6
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2011	20.9
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2013	17.5
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2012	14.4
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2011	8
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Hispanic	2013	9.4
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Hispanic	2011	8.3
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2013	54.4
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2012	35
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2011	42.4
Tuberculosis Incidence Rate (Per 100,000 people)	All	2013	9
Tuberculosis Incidence Rate (Per 100,000 people)	All	2013	14.9
Tuberculosis Incidence Rate (Per 100,000 people)	All	2013	56
Tuberculosis Incidence Rate (Per 100,000 people)	All	2012	6.2
Tuberculosis Incidence Rate (Per 100,000 people)	All	2012	11.5
Tuberculosis Incidence Rate (Per 100,000 people)	All	2012	41
Tuberculosis Incidence Rate (Per 100,000 people)	All	2011	9.6
Tuberculosis Incidence Rate (Per 100,000 people)	All	2011	15.1
Tuberculosis Incidence Rate (Per 100,000 people)	All	2011	57
Tuberculosis Incidence Rate (Per 100,000 people)	Asian/PI	2013	41.6
Tuberculosis Incidence Rate (Per 100,000 people)	Asian/PI	2011	38.4
Tuberculosis Incidence Rate (Per 100,000 people)	Asian/PI	2012	27.7
Tuberculosis Incidence Rate (Per 100,000 people)	Black	2013	14.4
Tuberculosis Incidence Rate (Per 100,000 people)	Black	2011	17.6
Tuberculosis Incidence Rate (Per 100,000 people)	Hispanic	2013	5.5
Tuberculosis Incidence Rate (Per 100,000 people)	Hispanic	2011	5
Tuberculosis Incidence Rate (Per 100,000 people)	White	2012	4.3
