Indicator	Race	Year	Value
Percent of Mothers Under Age 20	White	2011	6.2
Percent of Mothers Under Age 20	White	2010	6.3
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	19.9
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	15.1
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	16.9
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	14.4
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	11.7
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	12.7
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	18
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	10
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	12.9
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	20.9
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	22.7
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	16.1
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	13.1
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	13.2
Race/Ethnicity	American Indian/Alaska Native	2013	0.3
Race/Ethnicity	Asian/PI	2013	3.6
Race/Ethnicity	Black	2013	18.7
Race/Ethnicity	Hispanic	2013	34.2
Race/Ethnicity	Multiracial	2013	1.7
Race/Ethnicity	Other	2013	0.2
Race/Ethnicity	White	2013	41.3
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2013	19
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2013	18.8
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2013	18.9
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2012	18.4
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2012	19.2
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2012	18.8
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2011	21.3
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2011	19.2
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2011	20.2
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Black	2013	13
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Black	2012	9.9
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Black	2011	13.7
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Hispanic	2013	13
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Hispanic	2012	15.3
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Hispanic	2011	15.5
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	White	2013	19.8
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	White	2012	21.4
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	White	2011	22.6
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2012	2.7
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2013	3.5
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2013	2.7
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2012	1.9
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2011	2.2
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2011	2
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	White	2013	3.2
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	White	2012	2.2
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2011	17.1
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	20.4
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	4.4
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	11.9
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2011	4.2
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2011	10.3
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2010	17.9
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2010	4
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2010	10.5
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2012	8.3
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2012	15.2
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2011	14.8
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2010	14.1
Tuberculosis Incidence Rate (Per 100,000 people)	All	2014	5.2
Tuberculosis Incidence Rate (Per 100,000 people)	All	2014	3.4
Tuberculosis Incidence Rate (Per 100,000 people)	All	2014	4.3
Tuberculosis Incidence Rate (Per 100,000 people)	All	2013	5.5
Tuberculosis Incidence Rate (Per 100,000 people)	All	2013	2.3
Tuberculosis Incidence Rate (Per 100,000 people)	All	2013	3.9
Tuberculosis Incidence Rate (Per 100,000 people)	All	2012	4.7
Tuberculosis Incidence Rate (Per 100,000 people)	All	2012	3.3
Tuberculosis Incidence Rate (Per 100,000 people)	All	2012	4
Tuberculosis Incidence Rate (Per 100,000 people)	Black	2013	8.4
Tuberculosis Incidence Rate (Per 100,000 people)	Hispanic	2014	5.2
Tuberculosis Incidence Rate (Per 100,000 people)	Hispanic	2012	4.3
Tuberculosis Incidence Rate (Per 100,000 people)	Other	2014	21.4
Tuberculosis Incidence Rate (Per 100,000 people)	Other	2012	17.4
