Indicator	Race	Year	Value
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	33.8
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	39.3
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	38.4
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	34.7
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	41.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	40.3
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	35.9
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	348.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	330.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	339.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	385.2
Infant Mortality Rate (Per 1,000 live births)	White	2010	6.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	330.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	356.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	309.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	355.3
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	331.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	325.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	339.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	315.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	432.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	464.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	429.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	0.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	0.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	0.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	2.6
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	0
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	0.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	0.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	0.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	0.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	0.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	2
Infant Mortality Rate (Per 1,000 live births)	Black	2012	15.7
Infant Mortality Rate (Per 1,000 live births)	Black	2011	15.2
Infant Mortality Rate (Per 1,000 live births)	Black	2010	21
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2012	10.9
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2011	5.1
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2010	6.9
Infant Mortality Rate (Per 1,000 live births)	Other	2012	1.4
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2014	48.3
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2014	14
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2014	30.5
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2013	41
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2013	19.4
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2013	29.7
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2012	34.2
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2012	12.1
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2012	22.7
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2011	27.3
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2011	15.5
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2011	21.2
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2010	26.8
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2010	7.3
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2010	16.6
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Asian/PI	2014	11.5
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Asian/PI	2013	0
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Asian/PI	2012	171.8
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Asian/PI	2011	0
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Asian/PI	2010	0
Percent of Low Birth Weight Babies Born	Native American	2013	11.8
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2013	12.3
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2014	12.3
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2012	8.2
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2011	8.7
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2010	6.8
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Native American	2013	0
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Native American	2014	0
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Native American	2012	25
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Native American	2011	0
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Native American	2010	0
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2014	60
Percent of Low Birth Weight Babies Born	Other	2013	12.4
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2013	58.3
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2012	44.8
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2011	41.6
Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2010	32.7
Percent of Low Birth Weight Babies Born	Asian/PI	2013	12.9
Percent of Low Birth Weight Babies Born	Black	2011	15.8
Percent of Low Birth Weight Babies Born	Black	2013	16
Percent of Low Birth Weight Babies Born	Black	2012	16.1
Percent of Low Birth Weight Babies Born	Black	2010	15.9
Percent of Low Birth Weight Babies Born	Hispanic	2011	10.9
Percent of Low Birth Weight Babies Born	Hispanic	2012	13.1
Percent of Low Birth Weight Babies Born	Other	2012	10.7
Percent of Low Birth Weight Babies Born	Other	2011	11.2
Percent of Low Birth Weight Babies Born	Other	2010	11
Percent of Low Birth Weight Babies Born	White	2010	9
Percent of Low Birth Weight Babies Born	White	2013	10.2
Percent of Low Birth Weight Babies Born	White	2012	9.6
Percent of Low Birth Weight Babies Born	White	2011	9.9
Percent of Mothers Under Age 20	Asian/PI	2013	0.8
Percent of Mothers Under Age 20	Black	2013	14.9
Percent of Mothers Under Age 20	Black	2012	16.4
Percent of Mothers Under Age 20	Black	2011	18.8
Percent of Mothers Under Age 20	Black	2010	21.9
Percent of Mothers Under Age 20	Hispanic	2013	13.1
Percent of Mothers Under Age 20	Hispanic	2012	19.1
Percent of Mothers Under Age 20	Hispanic	2011	18.4
Percent of Mothers Under Age 20	Hispanic	2010	18
Percent of Mothers Under Age 20	Native American	2013	17.6
Percent of Mothers Under Age 20	Other	2013	15.4
Percent of Mothers Under Age 20	Other	2012	13.3
Percent of Mothers Under Age 20	Other	2011	16.9
Percent of Mothers Under Age 20	Other	2010	15.5
Percent of Mothers Under Age 20	White	2013	7.6
Percent of Mothers Under Age 20	White	2012	8.5
Percent of Mothers Under Age 20	White	2011	8.9
Percent of Mothers Under Age 20	White	2010	9.7
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2014	1331.9
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2014	409.8
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2013	1301.8
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2013	406.4
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2014	849
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Asian/PI	2014	108.3
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Asian/PI	2013	94.7
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Black	2014	1003.4
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Black	2013	984
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Hispanic	2014	931
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Hispanic	2013	918.9
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Native American	2014	201
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Native American	2013	201
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Other	2014	235.1
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Other	2013	111.4
Persons Living with HIV/AIDS Rate (Per 100,000 people)	White	2014	603.2
Persons Living with HIV/AIDS Rate (Per 100,000 people)	White	2013	600.1
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	12.1
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	15.5
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	13.9
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	20.5
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	14.5
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	17.4
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	13.7
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	12.1
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	12.9
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	11.8
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	15.6
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	13.7
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	18.3
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	24.3
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	14.2
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2014	6.3
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2014	12.6
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2014	9.6
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2013	6.8
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2013	10.7
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2013	8.8
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2012	10
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2012	12.1
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2012	11.1
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2011	7.9
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2011	15
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2011	11.6
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2010	11
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2010	14.5
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	All	2010	12.9
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Asian/PI	2014	0
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Asian/PI	2013	27.3
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Asian/PI	2012	0
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Asian/PI	2011	0
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Asian/PI	2010	0
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Black	2014	11.3
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Black	2013	6.1
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Black	2012	11.8
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Black	2011	8
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Black	2010	9.9
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Hispanic	2014	0
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Hispanic	2013	5.1
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Hispanic	2012	2.5
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Hispanic	2011	12.6
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Hispanic	2010	2.5
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Native American	2014	74.6
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Native American	2013	0
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Native American	2012	74.6
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Native American	2011	0
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Native American	2010	0
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Other	2013	17.4
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Other	2012	5.7
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Other	2011	28.6
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	Other	2010	5.7
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	White	2014	7.4
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	White	2013	10.8
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	White	2012	4.1
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	White	2011	9.5
Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)	White	2010	12.8
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2013	2.4
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2010	0.3
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2014	0
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2014	0
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2014	0
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2013	0.5
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2013	1.5
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2012	1.6
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2012	0.5
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2012	1
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2011	0.5
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2011	0.5
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2011	0.5
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2010	0
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	All	2010	0.5
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	Black	2010	0.5
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	Black	2014	0
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	Black	2013	1.9
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	Black	2012	0
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	Black	2011	0.5
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	White	2013	1.4
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	White	2014	0
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	White	2012	2
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	White	2011	0
Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)	White	2010	0
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2010	9.6
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2014	15.2
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2014	3.4
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2014	9.1
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2013	19.4
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2013	1.9
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2013	10.3
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	16.8
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	3.9
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2012	10.1
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2011	16.8
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2011	3.9
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2011	10.1
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2010	15.8
Suicide Rate  (Age-Adjusted; Per 100,000 people)	All	2010	3.9
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2010	4.3
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2014	6.6
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2013	6.6
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2012	7.6
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Black	2011	5.7
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Hispanic	2010	7.6
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Hispanic	2014	2.5
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Hispanic	2013	10.1
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Hispanic	2012	5.1
Suicide Rate  (Age-Adjusted; Per 100,000 people)	Hispanic	2011	2.5
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2014	14.9
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2013	18.3
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2012	16.2
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2011	18.3
Suicide Rate  (Age-Adjusted; Per 100,000 people)	White	2010	18.9
