Indicator	Race	Year	Value
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	7.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	4.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	1.5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	1.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	4.3
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	218
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	257.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	279.3
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	176.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	157.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	195.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	271.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	183.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	219.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	288.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	248.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	280.9
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	159.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	116.9
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	129.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	118.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	127.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	137.1
HIV Diagnoses Rate (Per 100,000 people)	All	2012	54.8
HIV Diagnoses Rate (Per 100,000 people)	All	2013	146.5
HIV Diagnoses Rate (Per 100,000 people)	All	2013	42
HIV Diagnoses Rate (Per 100,000 people)	All	2013	91.4
HIV Diagnoses Rate (Per 100,000 people)	All	2012	175.9
HIV Diagnoses Rate (Per 100,000 people)	All	2012	112
HIV Diagnoses Rate (Per 100,000 people)	All	2011	190.6
HIV Diagnoses Rate (Per 100,000 people)	All	2011	60.5
HIV Diagnoses Rate (Per 100,000 people)	All	2011	122
HIV Diagnoses Rate (Per 100,000 people)	Black	2013	136.2
HIV Diagnoses Rate (Per 100,000 people)	Black	2012	161.7
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2013	84.2
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2012	105.7
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2011	102.1
HIV Diagnoses Rate (Per 100,000 people)	Other	2011	74.6
HIV Diagnoses Rate (Per 100,000 people)	White	2012	47.7
HIV Diagnoses Rate (Per 100,000 people)	White	2013	37.3
HIV Diagnoses Rate (Per 100,000 people)	White	2011	50
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	15.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	22.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	8.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	21
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	9.2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	14.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	23.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	17.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	20.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	26.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	27.1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	36.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	8.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	4.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	3.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	1.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	2.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	21.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	2.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	11.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	28.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	3.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	15.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2010	31.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2010	4.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2010	17.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2012	26.1
Infant Mortality Rate (Per 1,000 live births)	White	2010	4.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2011	31.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2010	33.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	6.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	2
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	10.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2011	2.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2010	2.2
Infant Mortality Rate (Per 1,000 live births)	All	2012	7.9
Infant Mortality Rate (Per 1,000 live births)	All	2010	8
Infant Mortality Rate (Per 1,000 live births)	All	2011	7.4
Infant Mortality Rate (Per 1,000 live births)	Black	2012	12.3
Infant Mortality Rate (Per 1,000 live births)	Black	2011	11.6
Infant Mortality Rate (Per 1,000 live births)	Black	2010	10.7
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2012	5.1
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2011	5.2
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2010	3.7
Infant Mortality Rate (Per 1,000 live births)	Other	2011	1.9
Infant Mortality Rate (Per 1,000 live births)	Other	2012	2.4
Infant Mortality Rate (Per 1,000 live births)	Other	2010	1
Infant Mortality Rate (Per 1,000 live births)	White	2011	1.8
Infant Mortality Rate (Per 1,000 live births)	White	2012	3.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	40.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	48.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	34.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	51.9
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	32.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	40.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	50.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	30.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	38.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	51.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	49.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	52.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	13.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	21.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	21.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	27.5
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	21.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	23.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	5.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	10.1
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2011	63.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	3.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	6.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	6.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	5.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	7.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	3.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	8.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	8.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	10
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	3.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	5.2
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	2
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	5.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	2.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	2.3
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2012	64
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2013	61.4
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2013	66.3
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2013	64.4
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2012	61.3
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2012	65.7
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2011	60.6
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2011	65
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Black	2013	61.9
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Black	2012	57.9
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Black	2011	57.6
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	White	2013	69.3
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	White	2012	74.5
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	White	2011	72.6
Percent of Adults Who Are Obese	All	2013	22.9
Percent of Adults Who Are Obese	All	2012	17.9
Percent of Adults Who Are Obese	All	2012	25.5
Percent of Adults Who Are Obese	All	2012	21.9
Percent of Adults Who Are Obese	All	2011	18.6
Percent of Adults Who Are Obese	All	2011	28.4
Percent of Adults Who Are Obese	All	2011	23.8
Percent of Adults Who Are Obese	All	2013	20.6
Percent of Adults Who Are Obese	All	2013	24.9
Percent of Adults Who Are Obese	Black	2013	36.4
Percent of Adults Who Are Obese	Black	2012	33.7
Percent of Adults Who Are Obese	Black	2011	36.7
Percent of Adults Who Are Obese	Hispanic	2013	15.3
Percent of Adults Who Are Obese	Hispanic	2012	25
Percent of Adults Who Are Obese	Hispanic	2011	13.3
Percent of Adults Who Are Obese	Multiracial	2011	32.2
Percent of Adults Who Are Obese	Multiracial	2012	34.2
Percent of Adults Who Are Obese	Other	2013	16.7
Percent of Adults Who Are Obese	Other	2011	12.2
Percent of Adults Who Are Obese	White	2012	9.6
Percent of Adults Who Are Obese	White	2011	10.7
Percent of Adults Who Are Obese	White	2013	9.8
Percent of Adults Who Binge Drank	All	2013	28.2
Percent of Adults Who Binge Drank	All	2013	22.4
Percent of Adults Who Binge Drank	All	2012	27.2
Percent of Adults Who Binge Drank	All	2012	19.6
Percent of Adults Who Binge Drank	All	2012	23.1
Percent of Adults Who Currently Smoke	Hispanic	2012	21.7
Percent of Adults Who Binge Drank	All	2011	31.4
Percent of Adults Who Binge Drank	All	2011	19.5
Percent of Adults Who Binge Drank	All	2011	25
Percent of Adults Who Binge Drank	All	2013	17.1
Percent of Adults Who Binge Drank	Black	2013	14.6
Percent of Adults Who Binge Drank	Black	2012	14.3
Percent of Adults Who Binge Drank	Black	2011	17.9
Percent of Adults Who Binge Drank	Hispanic	2013	25.1
Percent of Adults Who Binge Drank	Hispanic	2012	15.6
Percent of Adults Who Binge Drank	Hispanic	2011	33.3
Percent of Adults Who Binge Drank	Other	2013	19.7
Percent of Adults Who Binge Drank	Other	2011	19.8
Percent of Adults Who Binge Drank	White	2013	32.2
Percent of Adults Who Binge Drank	White	2012	34.4
Percent of Adults Who Binge Drank	White	2011	32.9
Percent of Adults Who Currently Smoke	All	2012	17
Percent of Adults Who Currently Smoke	All	2012	22.6
Percent of Adults Who Currently Smoke	Hispanic	2013	14.2
Percent of Adults Who Currently Smoke	Hispanic	2011	15.2
Percent of Adults Who Currently Smoke	Multiracial	2012	31
Percent of Adults Who Currently Smoke	Other	2011	18.6
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2013	83.5
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2013	77.8
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2013	80.5
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2012	82.4
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2012	82.7
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2012	82.6
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2011	82.3
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2011	78.4
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2011	80.2
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Black	2013	70.5
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Black	2012	72
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Black	2011	71.8
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Hispanic	2013	82.7
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Hispanic	2012	85.6
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Hispanic	2011	76.2
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Multiracial	2013	94.1
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Multiracial	2012	79.8
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Multiracial	2011	75
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Other	2013	77
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Other	2012	84
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Other	2011	80.1
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	White	2013	90.7
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	White	2012	93.4
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	White	2011	91.5
Percent of Adults Who Received Seasonal Flu Shot	All	2013	38.5
Percent of Adults Who Received Seasonal Flu Shot	All	2013	36.2
Percent of Adults Who Received Seasonal Flu Shot	All	2013	40.4
Percent of Adults Who Received Seasonal Flu Shot	All	2012	34.7
Percent of Adults Who Received Seasonal Flu Shot	All	2012	38.9
Percent of Adults Who Received Seasonal Flu Shot	All	2012	36.9
Percent of Adults Who Received Seasonal Flu Shot	All	2011	37.9
Percent of Adults Who Received Seasonal Flu Shot	All	2011	37.5
Percent of Adults Who Received Seasonal Flu Shot	All	2011	37.7
Percent of Adults Who Received Seasonal Flu Shot	Black	2013	31.6
Percent of Adults Who Received Seasonal Flu Shot	Black	2012	31.8
Percent of Adults Who Received Seasonal Flu Shot	Black	2011	30.3
Percent of Adults Who Received Seasonal Flu Shot	Hispanic	2013	33.6
Percent of Adults Who Received Seasonal Flu Shot	Hispanic	2012	29.8
Percent of Adults Who Received Seasonal Flu Shot	Hispanic	2011	31.6
Percent of Adults Who Received Seasonal Flu Shot	Other	2013	32.6
Percent of Adults Who Received Seasonal Flu Shot	Other	2012	24.3
Percent of Adults Who Received Seasonal Flu Shot	Other	2011	35.8
Percent of Adults Who Received Seasonal Flu Shot	White	2013	47.9
Percent of Adults Who Received Seasonal Flu Shot	White	2012	45.2
Percent of Adults Who Received Seasonal Flu Shot	White	2011	48.3
Percent of Low Birth Weight Babies Born	All	2010	10.2
Percent of Low Birth Weight Babies Born	All	2011	10.5
Percent of Low Birth Weight Babies Born	All	2012	9.7
Percent of Low Birth Weight Babies Born	Asian/PI	2010	7.4
Percent of Low Birth Weight Babies Born	Asian/PI	2011	7.5
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2013	2714
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2012	4094.6
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2013	1383.2
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2013	4199.6
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2012	1358.4
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2012	2651.4
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2011	3990.8
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2011	1335.6
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2011	2590.2
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Black	2013	4045.8
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Black	2012	3961.8
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Black	2011	3889.7
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Hispanic	2013	1862.9
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Hispanic	2012	1784.1
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Hispanic	2011	1703.4
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Other	2013	1093.3
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Other	2012	1056
Persons Living with HIV/AIDS Rate (Per 100,000 people)	Other	2011	990
Persons Living with HIV/AIDS Rate (Per 100,000 people)	White	2013	1304
Persons Living with HIV/AIDS Rate (Per 100,000 people)	White	2012	1272
Persons Living with HIV/AIDS Rate (Per 100,000 people)	White	2011	1232.3
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	14.9
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	11.6
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	12.6
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	20.2
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	14.3
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	16
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	16.6
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	11.7
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	13.4
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	17
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	19.7
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	15.1
Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	3.1
