Indicator	Race	Year	Value
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	115.5
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	136.4
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	171.8
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	107.7
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	134.4
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	173.8
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	139.6
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	171.6
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	114.2
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	137.8
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	178.6
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	112.8
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	140.1
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2014	159.8
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	154.7
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	165.8
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	180.2
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	178.8
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2014	128.2
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	123.2
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	130.8
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	126.3
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	127.9
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	151.8
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2014	145.4
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	156.2
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	147.4
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	156.9
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	743.3
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	491.7
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	603.2
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	773.2
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	515.5
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	629
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	782.8
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	839.7
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	544.9
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	567.8
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	649.4
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	659
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	26.3
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	17.3
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	21.3
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	24.1
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	17.3
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	20.3
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	26.1
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	18.3
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	21.7
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	24.4
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	16.1
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	19.7
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	28.8
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	18.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	22.9
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2014	49.4
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	39
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	43.9
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	40.8
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	46.2
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2014	17.2
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	17
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	18.7
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	17.1
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	20.1
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2014	16.8
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	18.9
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	17
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	15.1
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	17.8
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2013	231.5
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2013	530.3
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2013	376.6
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2012	518.8
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2012	235.5
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2012	373
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2011	531.6
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2011	229.9
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2011	376.6
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2010	545.3
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2010	242.9
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2010	389.5
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Black	2013	579.9
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Black	2012	550.1
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Black	2011	557.4
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Black	2010	589
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Hispanic	2013	280.8
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Hispanic	2012	286.4
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Hispanic	2011	283.6
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Hispanic	2010	287.8
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	White	2013	519.2
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	White	2012	524
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	White	2011	531.3
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	White	2010	553.4
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	19.8
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	17.1
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	19.9
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	19.3
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	19.5
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2014	32.2
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	25.7
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	30.2
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	26.7
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	30.2
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	18.4
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2014	16.1
HIV Diagnoses Rate (Per 100,000 people)	All	2011	22.9
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	14.4
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	16.6
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	17.1
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	17.4
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2014	23.6
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	20.7
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	24.4
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	20.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	11.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	20.4
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	11
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	19.1
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	2.4
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	10.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	17.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	10.1
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	19.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	2.1
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	10.7
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	20.7
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	2.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	27.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	31.7
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	28.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	24.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2014	30.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	5.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	6.5
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2012	3.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2014	5.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	6.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	7
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	8.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2014	7.4
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	7.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	202.3
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	125.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	158.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	206.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	126.3
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	160.9
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	208.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	126.9
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	162.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	199.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	125.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	157.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	221.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	133.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	171.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2014	190.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	190.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	205.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	190.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	208.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2014	151.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	148.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	147
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	145.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	157.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2014	151.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	175.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	175.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	164.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	185.4
HIV Diagnoses Rate (Per 100,000 people)	All	2012	19
HIV Diagnoses Rate (Per 100,000 people)	All	2014	93.1
HIV Diagnoses Rate (Per 100,000 people)	All	2014	17
HIV Diagnoses Rate (Per 100,000 people)	All	2014	53.9
HIV Diagnoses Rate (Per 100,000 people)	All	2013	84.4
HIV Diagnoses Rate (Per 100,000 people)	All	2013	23.3
HIV Diagnoses Rate (Per 100,000 people)	All	2013	53
HIV Diagnoses Rate (Per 100,000 people)	All	2012	70.3
HIV Diagnoses Rate (Per 100,000 people)	All	2012	43.9
HIV Diagnoses Rate (Per 100,000 people)	All	2011	78.7
HIV Diagnoses Rate (Per 100,000 people)	All	2011	50.1
HIV Diagnoses Rate (Per 100,000 people)	All	2010	75.5
HIV Diagnoses Rate (Per 100,000 people)	All	2010	24.1
HIV Diagnoses Rate (Per 100,000 people)	All	2010	49
HIV Diagnoses Rate (Per 100,000 people)	Black	2014	111.4
HIV Diagnoses Rate (Per 100,000 people)	Black	2013	116.5
HIV Diagnoses Rate (Per 100,000 people)	Black	2012	100.1
HIV Diagnoses Rate (Per 100,000 people)	Black	2011	120.4
HIV Diagnoses Rate (Per 100,000 people)	Black	2010	133.3
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2014	43.3
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2013	41
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2012	31.5
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2011	36.4
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2010	32.4
HIV Diagnoses Rate (Per 100,000 people)	White	2014	43.3
HIV Diagnoses Rate (Per 100,000 people)	White	2013	36.7
HIV Diagnoses Rate (Per 100,000 people)	White	2012	37.3
HIV Diagnoses Rate (Per 100,000 people)	White	2011	32.9
HIV Diagnoses Rate (Per 100,000 people)	White	2010	27.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	9.1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	4.6
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	6.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	10.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	5.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	10.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	5.6
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	7.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	10.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	6.3
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	8.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	14.1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	6
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	9.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2014	28.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	31.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	34.3
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	35.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	43
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	3.2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2014	2.6
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	2.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	3.1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	3.1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	4.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2014	1.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	3.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	4.6
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	5.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	16.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	2.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2014	15.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2014	2.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2014	8.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	9.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	15.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	2.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	9.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	14.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	3
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	8.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2010	13.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2010	3.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2010	8.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2014	31.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2013	30.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2012	32.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2011	29
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2010	27.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2014	3.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	4.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	4.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	4.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	4.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2014	2.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2013	1.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2012	1.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2011	3.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2010	2
Infant Mortality Rate (Per 1,000 live births)	All	2013	4.5
Infant Mortality Rate (Per 1,000 live births)	All	2011	4.7
Infant Mortality Rate (Per 1,000 live births)	All	2014	4.6
Infant Mortality Rate (Per 1,000 live births)	All	2012	5
Infant Mortality Rate (Per 1,000 live births)	All	2010	4.4
Infant Mortality Rate (Per 1,000 live births)	Black	2013	9.2
Infant Mortality Rate (Per 1,000 live births)	Black	2012	9.7
Infant Mortality Rate (Per 1,000 live births)	Black	2011	8.8
Infant Mortality Rate (Per 1,000 live births)	Black	2014	8.1
Infant Mortality Rate (Per 1,000 live births)	Black	2010	8
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2014	3.7
Infant Mortality Rate (Per 1,000 live births)	Other	2011	3
Infant Mortality Rate (Per 1,000 live births)	White	2011	4.2
Infant Mortality Rate (Per 1,000 live births)	White	2010	2.9
Infant Mortality Rate (Per 1,000 live births)	White	2014	2.4
Infant Mortality Rate (Per 1,000 live births)	White	2013	4.6
Infant Mortality Rate (Per 1,000 live births)	White	2012	4.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	44
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	18.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	38.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	21
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	28.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	43.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	18.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	28.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	29.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	43.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	19.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	29.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	46.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	19.9
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	31.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2014	30
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	29.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	29.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	29.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	35.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2014	26.7
