Indicator	Race	Year	Value
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	191.7
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	207.2
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	225.1
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	78.1
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	81.7
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	111.4
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Multiracial	2013	94
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Multiracial	2012	59.8
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Multiracial	2011	174.9
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	148.4
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	156.4
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	161.7
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	738.4
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	486
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	595.9
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	750.4
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	500
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	621.8
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	747.7
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	522.2
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	621.8
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	458.3
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	425.7
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	481.9
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	802.6
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	843.1
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	843.1
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	356.2
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	413.2
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	413.2
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	1086.8
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	1000.2
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	1065.9
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	601.9
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	624.8
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	624.8
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	24.4
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	13.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	18.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	26
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	16
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	20.8
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	26.4
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	17.8
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	21.8
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	16.2
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	24.5
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	18.5
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	56.4
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	70.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	45
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	25.9
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	33.5
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	14.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	15.3
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	19.4
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	20.6
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	21.1
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	23.5
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	11.6
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	10.3
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	21.2
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	32.3
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	22.7
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	24
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	29.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	5.4
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	11
Percent of Adults Who Are Obese	All	2013	23
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	13.1
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	2.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	7.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	8.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	1.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	17
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	130.4
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	17.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	4.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	96.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	7.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	5.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	167
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	90
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	122.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	156.9
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	88.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	117
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	176.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	95.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	97.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	183.4
Percent of Adults Who Are Obese	All	2013	20
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	182.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	134.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	159.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	55.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	72.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	94.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	128.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	121.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	133
HIV Diagnoses Rate (Per 100,000 people)	All	2013	44.9
HIV Diagnoses Rate (Per 100,000 people)	All	2013	2.2
HIV Diagnoses Rate (Per 100,000 people)	All	2013	23.8
HIV Diagnoses Rate (Per 100,000 people)	All	2012	55.9
HIV Diagnoses Rate (Per 100,000 people)	All	2012	4.8
HIV Diagnoses Rate (Per 100,000 people)	All	2012	30.6
HIV Diagnoses Rate (Per 100,000 people)	All	2011	56.7
HIV Diagnoses Rate (Per 100,000 people)	All	2011	4.8
HIV Diagnoses Rate (Per 100,000 people)	All	2011	31
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2013	9.8
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2012	10
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2011	8.7
HIV Diagnoses Rate (Per 100,000 people)	Black	2013	27.4
HIV Diagnoses Rate (Per 100,000 people)	Black	2012	56.3
HIV Diagnoses Rate (Per 100,000 people)	Black	2011	57.1
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2013	47.9
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2012	29.3
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2011	72.5
HIV Diagnoses Rate (Per 100,000 people)	Multiracial	2012	28.6
HIV Diagnoses Rate (Per 100,000 people)	White	2013	24.5
HIV Diagnoses Rate (Per 100,000 people)	White	2012	33
HIV Diagnoses Rate (Per 100,000 people)	White	2011	29.6
Infant Mortality Rate (Per 1,000 live births)	All	2013	5.2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	11
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	2.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	13.1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	2.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	2.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	8.2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	1.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	3.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	2.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	2.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	3.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	5.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	4.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	0.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	2.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	3.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	3.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	1.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	2.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2013	17.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2012	16.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2013	1
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Black	2011	67
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2012	2.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2011	1.9
Infant Mortality Rate (Per 1,000 live births)	All	2012	4.7
Infant Mortality Rate (Per 1,000 live births)	All	2011	3.6
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2013	6.5
Infant Mortality Rate (Per 1,000 live births)	Black	2013	13.9
Infant Mortality Rate (Per 1,000 live births)	Black	2012	12.9
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2011	8.3
Infant Mortality Rate (Per 1,000 live births)	White	2013	3.4
Infant Mortality Rate (Per 1,000 live births)	White	2012	4.1
Infant Mortality Rate (Per 1,000 live births)	White	2011	2.5
Life Expectancy at Birth (Years)	All	2013	79.4
Life Expectancy at Birth (Years)	All	2013	84.9
Life Expectancy at Birth (Years)	All	2013	82.2
Life Expectancy at Birth (Years)	Black	2013	77.1
Life Expectancy at Birth (Years)	Hispanic	2013	91.5
Life Expectancy at Birth (Years)	White	2013	82.3
Percent of Adults Who Are Obese	Multiracial	2011	25
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	38.7
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	26.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	31.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	35.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	32.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	34
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	43.5
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	28.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	35.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	25.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	23.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	34.7
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	47.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	33.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	57.5
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	31.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	38.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	33.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	3.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	2.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	7.2
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	3.2
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	5.2
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	4.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	2.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	9.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	2.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	4.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	2.6
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2013	11.3
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2013	5.7
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2013	8.5
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2012	11
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2012	7.3
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Other	2011	69
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2012	9.2
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2011	9.5
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2011	6
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2011	7.8
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2013	12.3
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2011	11.1
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Hispanic	2013	5.6
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Hispanic	2012	16.5
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2013	10.2
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2012	11.2
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	White	2013	75
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2011	9.3
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2013	66
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2013	75
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2013	71
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2012	63
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2012	74
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2012	69
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2011	74
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2011	76
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2011	78
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Asian/PI	2011	59
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	White	2012	72
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	White	2011	76
Percent of Adults Who Are Obese	All	2012	22
Percent of Adults Who Are Obese	All	2013	22
Percent of Adults Who Are Obese	All	2012	23
Percent of Adults Who Are Obese	All	2012	20
Percent of Adults Who Are Obese	All	2011	17
Percent of Adults Who Are Obese	All	2011	21
Percent of Adults Who Are Obese	Asian/PI	2012	10
Percent of Adults Who Are Obese	Asian/PI	2013	10
Percent of Adults Who Are Obese	Asian/PI	2011	11
Percent of Adults Who Are Obese	Black	2012	34
Percent of Adults Who Are Obese	Black	2013	34
Percent of Adults Who Are Obese	Black	2011	34
Percent of Adults Who Are Obese	Hispanic	2013	24
Percent of Adults Who Are Obese	Hispanic	2012	27
Percent of Adults Who Are Obese	Native American	2011	51
Percent of Adults Who Are Obese	Other	2013	15
Percent of Adults Who Are Obese	Other	2012	16
Percent of Adults Who Are Obese	Other	2011	19
Percent of Adults Who Are Obese	White	2013	23
Percent of Adults Who Are Obese	White	2012	22
Percent of Adults Who Are Obese	White	2011	22
Percent of Adults Who Binge Drank	All	2013	25
Percent of Adults Who Binge Drank	All	2013	14
Percent of Adults Who Binge Drank	All	2013	19
Percent of Adults Who Binge Drank	All	2012	24
Percent of Adults Who Binge Drank	All	2012	14
Percent of Adults Who Binge Drank	All	2012	19
Percent of Adults Who Binge Drank	All	2011	25
Percent of Adults Who Binge Drank	All	2011	16
Percent of Adults Who Binge Drank	All	2011	20
Percent of Adults Who Binge Drank	Asian/PI	2013	8
Percent of Adults Who Binge Drank	Asian/PI	2012	10
Percent of Adults Who Binge Drank	Asian/PI	2011	8
Percent of Adults Who Binge Drank	Black	2013	15
Percent of Adults Who Binge Drank	Black	2012	14
Percent of Adults Who Binge Drank	Black	2011	11
Percent of Adults Who Binge Drank	Hispanic	2013	22
Percent of Adults Who Binge Drank	Hispanic	2012	16
Percent of Adults Who Binge Drank	Hispanic	2011	17
Percent of Adults Who Binge Drank	Multiracial	2011	24
Percent of Adults Who Binge Drank	Native American	2011	14
Percent of Adults Who Binge Drank	Other	2013	10
Percent of Adults Who Binge Drank	Other	2012	14
Percent of Adults Who Binge Drank	Other	2011	12
Percent of Adults Who Binge Drank	White	2013	22
Percent of Adults Who Binge Drank	White	2012	22
Percent of Adults Who Binge Drank	White	2011	23
Percent of Adults Who Currently Smoke	All	2013	12
Percent of Adults Who Currently Smoke	All	2013	8
Percent of Adults Who Currently Smoke	All	2013	10
Percent of Adults Who Currently Smoke	All	2012	15
Percent of Adults Who Currently Smoke	All	2012	12
Percent of Adults Who Currently Smoke	All	2012	14
Percent of Adults Who Currently Smoke	All	2011	15
Percent of Adults Who Currently Smoke	All	2011	11
Percent of Adults Who Currently Smoke	All	2011	13
Percent of Adults Who Currently Smoke	Asian/PI	2012	10
Percent of Adults Who Currently Smoke	Asian/PI	2013	5
Percent of Adults Who Currently Smoke	Asian/PI	2011	7
Percent of Adults Who Currently Smoke	Black	2013	12
Percent of Adults Who Currently Smoke	Black	2012	21
Percent of Adults Who Currently Smoke	Black	2011	19
Percent of Adults Who Currently Smoke	Hispanic	2013	20
Percent of Adults Who Currently Smoke	Hispanic	2012	13
Percent of Adults Who Currently Smoke	Hispanic	2011	14
Percent of Adults Who Currently Smoke	Multiracial	2011	18
Percent of Adults Who Currently Smoke	Native American	2011	25
Percent of Adults Who Currently Smoke	Other	2013	7
Percent of Adults Who Currently Smoke	Other	2012	12
Percent of Adults Who Currently Smoke	Other	2011	10
Percent of Adults Who Currently Smoke	White	2013	10
Percent of Adults Who Currently Smoke	White	2012	14
Percent of Adults Who Currently Smoke	White	2011	12
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2013	61
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2013	64
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2013	62
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2011	59
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2011	68
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	All	2011	63
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Asian/PI	2011	58
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	Asian/PI	2013	57
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	White	2013	63
Percent of Adults Who Meet CDC-Recommended Physical Activity Levels	White	2011	65
Percent of Adults Who Received Seasonal Flu Shot	All	2013	38
Percent of Adults Who Received Seasonal Flu Shot	All	2013	45
Percent of Adults Who Received Seasonal Flu Shot	All	2013	59
Percent of Adults Who Received Seasonal Flu Shot	All	2012	37
Percent of Adults Who Received Seasonal Flu Shot	All	2012	40
Percent of Adults Who Received Seasonal Flu Shot	All	2012	62
Percent of Adults Who Received Seasonal Flu Shot	All	2011	39
Percent of Adults Who Received Seasonal Flu Shot	All	2011	40
Percent of Adults Who Received Seasonal Flu Shot	All	2011	61
Percent of Adults Who Received Seasonal Flu Shot	Asian/PI	2013	61
Percent of Adults Who Received Seasonal Flu Shot	Asian/PI	2012	57
Percent of Adults Who Received Seasonal Flu Shot	Asian/PI	2011	58
Percent of Adults Who Received Seasonal Flu Shot	Black	2013	61
Percent of Adults Who Received Seasonal Flu Shot	Black	2012	57
Percent of Adults Who Received Seasonal Flu Shot	Black	2011	60
Percent of Adults Who Received Seasonal Flu Shot	Hispanic	2013	53
Percent of Adults Who Received Seasonal Flu Shot	Hispanic	2012	75
Percent of Adults Who Received Seasonal Flu Shot	Hispanic	2011	61
Percent of Adults Who Received Seasonal Flu Shot	Multiracial	2011	61
Percent of Adults Who Received Seasonal Flu Shot	Native American	2011	63
Percent of Adults Who Received Seasonal Flu Shot	Other	2013	59
Percent of Adults Who Received Seasonal Flu Shot	Other	2012	60
Percent of Adults Who Received Seasonal Flu Shot	Other	2011	60
Percent of Adults Who Received Seasonal Flu Shot	White	2013	59
Percent of Adults Who Received Seasonal Flu Shot	White	2012	61
Percent of Adults Who Received Seasonal Flu Shot	White	2011	61
Percent of High School Students Who Meet CDC-Recommended Physical Activity Levels	All	2012	28
Percent of High School Students Who Currently Smoke	All	2012	13
Percent of High School Students Who Currently Smoke	All	2012	10
Percent of High School Students Who Currently Smoke	All	2012	12
Percent of High School Students Who Currently Smoke	All	2010	14
Percent of High School Students Who Currently Smoke	All	2010	10
Percent of High School Students Who Currently Smoke	All	2010	12
