Indicator	Race	Year	Value
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2013	13.1
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2013	11.6
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2013	12.4
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2012	15.5
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2012	15.6
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2012	15.6
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2011	20
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2011	13.3
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2011	16.8
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2013	10.4
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2012	16.1
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2011	13.8
Percent of Adults Who Currently Smoke	All	2011	22.7
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Hispanic	2013	5.4
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Hispanic	2012	4.9
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Hispanic	2011	6.8
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Other	2013	5.2
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Other	2012	7.2
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Other	2011	4.5
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2013	17.5
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2012	21.8
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2011	24.6
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2012	50.3
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2012	51.2
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2012	50.8
Percent of Adults Who Currently Smoke	All	2011	19.7
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Black	2012	41.9
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Hispanic	2012	24
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Other	2012	12
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	White	2012	63.1
Percent of Adults Who Are Obese	All	2012	27.6
Percent of Adults Who Are Obese	All	2012	27.1
Percent of Adults Who Are Obese	All	2012	27.5
Percent of Adults Who Are Obese	Black	2012	35.4
Percent of Adults Who Are Obese	Hispanic	2012	27.5
Percent of Adults Who Are Obese	Other	2012	21.9
Percent of Adults Who Are Obese	White	2012	27.1
Percent of Adults Who Binge Drank	All	2013	17.9
Percent of Adults Who Binge Drank	All	2013	8.5
Percent of Adults Who Binge Drank	All	2011	23.4
Percent of Adults Who Binge Drank	All	2011	13.9
Percent of Adults Who Binge Drank	All	2013	13.3
Percent of Adults Who Binge Drank	All	2012	18
Percent of Adults Who Binge Drank	All	2012	8.4
Percent of Adults Who Binge Drank	All	2012	13.1
Percent of Adults Who Binge Drank	All	2011	18.7
Percent of Adults Who Binge Drank	Black	2013	11.8
