Indicator	Race	Year	Value
AIDS Diagnoses Rate (Per 100,000 people)	Multiracial	2012	7.3
AIDS Diagnoses Rate (Per 100,000 people)	Multiracial	2011	3.8
AIDS Diagnoses Rate (Per 100,000 people)	Native American	2014	17.2
AIDS Diagnoses Rate (Per 100,000 people)	Native American	2013	0
AIDS Diagnoses Rate (Per 100,000 people)	Native American	2012	0
AIDS Diagnoses Rate (Per 100,000 people)	Native American	2011	0
AIDS Diagnoses Rate (Per 100,000 people)	White	2014	6.7
AIDS Diagnoses Rate (Per 100,000 people)	White	2013	6.4
AIDS Diagnoses Rate (Per 100,000 people)	White	2012	7.2
AIDS Diagnoses Rate (Per 100,000 people)	White	2011	9.8
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	207.8
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2011	3.3
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	147.1
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	170.5
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	203.7
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	146.1
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	169.9
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	204.1
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	157.2
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	175.7
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	125.7
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	142.3
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	102.3
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	243.9
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	258.8
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	217.4
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	258.2
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	84.6
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	81
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	88.4
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	141.3
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	84.7
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	167.9
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	170.2
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	181.4
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	904.3
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	632
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	749.9
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	870.9
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	618.2
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	730.6
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	893.9
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	642.8
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	751.6
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	437.1
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	508
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	426.2
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	990.2
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	993.2
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	882.3
Race/Ethnicity	Asian/PI	2012	6.6
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	771.2
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	449.5
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	424.3
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	1008.5
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	724.4
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	682
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	752.2
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	740.1
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	772.7
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	33.1
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	19.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	25.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	32.3
Race/Ethnicity	Black	2012	5.5
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	18.9
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	24.5
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	34.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	18.8
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	25.3
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	9.2
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	23.3
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	29.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	57.4
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	51.8
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	43.9
Infant Mortality Rate (Per 1,000 live births)	Multiracial	2013	2.5
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	41.5
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	34
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	38.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	37.2
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	67.2
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	50.3
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	24.3
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	22.3
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	23.6
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	18.5
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	17.3
Infant Mortality Rate (Per 1,000 live births)	Multiracial	2012	2.8
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	21.7
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	10.7
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	9.7
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	18.3
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	32.2
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	42.5
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	13.1
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	22
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	0
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	0
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	0
Infant Mortality Rate (Per 1,000 live births)	Multiracial	2011	5.2
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	0
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	0
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	18.4
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	17.2
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	23.4
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	7.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	7.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	1.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	1.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	13.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	14.4
Infant Mortality Rate (Per 1,000 live births)	Native American	2013	16.7
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	1.1
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	2.1
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	16.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	3.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	3.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	1.5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	20.5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	14.7
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	22.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	1.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	1.2
Infant Mortality Rate (Per 1,000 live births)	Native American	2012	17.5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	6.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	0
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	14
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	0
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	7.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	7.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	187.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	100.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	137
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	183.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	108.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	140.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	195.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	103.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	141.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	68.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	79.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	61.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	168.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	162.3
HIV Diagnoses Rate (Per 100,000 people)	All	2011	29
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	165.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	109.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	96.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	58.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	89.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	140.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	69.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	140
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	143.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	148.4
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2012	6.4
HIV Diagnoses Rate (Per 100,000 people)	All	2011	2.9
HIV Diagnoses Rate (Per 100,000 people)	All	2011	15.8
HIV Diagnoses Rate (Per 100,000 people)	All	2014	28.4
HIV Diagnoses Rate (Per 100,000 people)	All	2014	3.1
HIV Diagnoses Rate (Per 100,000 people)	All	2014	15.6
HIV Diagnoses Rate (Per 100,000 people)	All	2013	25.1
HIV Diagnoses Rate (Per 100,000 people)	All	2013	2.3
HIV Diagnoses Rate (Per 100,000 people)	All	2013	13.6
HIV Diagnoses Rate (Per 100,000 people)	All	2012	34.7
HIV Diagnoses Rate (Per 100,000 people)	All	2012	3.1
HIV Diagnoses Rate (Per 100,000 people)	All	2012	18.7
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2011	5.6
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2014	8.4
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2013	7
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2012	14.3
HIV Diagnoses Rate (Per 100,000 people)	Black	2011	17.3
HIV Diagnoses Rate (Per 100,000 people)	Black	2014	29.2
HIV Diagnoses Rate (Per 100,000 people)	Black	2013	31.9
HIV Diagnoses Rate (Per 100,000 people)	Black	2012	34.3
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2011	15.9
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2014	26.4
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2013	17.6
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2012	32.4
HIV Diagnoses Rate (Per 100,000 people)	Native American	2011	0
HIV Diagnoses Rate (Per 100,000 people)	Native American	2014	17.2
HIV Diagnoses Rate (Per 100,000 people)	Native American	2013	0
HIV Diagnoses Rate (Per 100,000 people)	Native American	2012	0
HIV Diagnoses Rate (Per 100,000 people)	White	2011	16.9
HIV Diagnoses Rate (Per 100,000 people)	White	2014	13.5
HIV Diagnoses Rate (Per 100,000 people)	White	2013	12.6
HIV Diagnoses Rate (Per 100,000 people)	White	2012	16.3
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	0
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	0.6
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	3.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	4.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	2.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	4.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	0.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	0
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	4.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	0
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	10.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	2.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	4.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	1.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	2.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	4.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	2.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	3.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	4.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	1.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	3.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	2.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	1.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	5.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2013	20.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2012	19.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2011	24
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	3.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	0
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	3.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	0
Homicide Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	10.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	0
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2013	1.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2012	2.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2011	0.7
Infant Mortality Rate (Per 1,000 live births)	All	2013	5
Infant Mortality Rate (Per 1,000 live births)	All	2013	4.6
Infant Mortality Rate (Per 1,000 live births)	All	2013	4.8
Infant Mortality Rate (Per 1,000 live births)	All	2012	5.6
Infant Mortality Rate (Per 1,000 live births)	All	2012	4.6
Infant Mortality Rate (Per 1,000 live births)	All	2012	5.1
Infant Mortality Rate (Per 1,000 live births)	All	2011	3.6
Infant Mortality Rate (Per 1,000 live births)	All	2011	3.5
Infant Mortality Rate (Per 1,000 live births)	All	2011	3.7
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2013	3.8
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2012	3.7
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2011	2.4
Infant Mortality Rate (Per 1,000 live births)	Black	2013	4.6
Infant Mortality Rate (Per 1,000 live births)	Black	2012	3.3
Infant Mortality Rate (Per 1,000 live births)	Black	2011	12.2
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2013	5.2
Infant Mortality Rate (Per 1,000 live births)	Native American	2011	0
Infant Mortality Rate (Per 1,000 live births)	White	2013	4.3
Infant Mortality Rate (Per 1,000 live births)	White	2012	5.3
Infant Mortality Rate (Per 1,000 live births)	White	2011	2.7
Life Expectancy at Birth (Years)	All	2011	81.6
Life Expectancy at Birth (Years)	All	2011	76.7
Life Expectancy at Birth (Years)	All	2013	76.7
Life Expectancy at Birth (Years)	All	2013	81.6
Life Expectancy at Birth (Years)	All	2013	79.2
Life Expectancy at Birth (Years)	All	2012	77
Life Expectancy at Birth (Years)	All	2012	79.5
Life Expectancy at Birth (Years)	All	2011	79.2
Life Expectancy at Birth (Years)	All	2012	82
Life Expectancy at Birth (Years)	Asian/PI	2013	86.4
Life Expectancy at Birth (Years)	Asian/PI	2012	84.4
Life Expectancy at Birth (Years)	Asian/PI	2011	88
Life Expectancy at Birth (Years)	Black	2013	74.2
Life Expectancy at Birth (Years)	Black	2012	73.6
Life Expectancy at Birth (Years)	Black	2011	74.8
Life Expectancy at Birth (Years)	Hispanic	2013	79
Life Expectancy at Birth (Years)	Hispanic	2012	86.6
Life Expectancy at Birth (Years)	Hispanic	2011	87.8
Life Expectancy at Birth (Years)	Native American	2013	74.1
Life Expectancy at Birth (Years)	Native American	2012	78.4
Life Expectancy at Birth (Years)	Native American	2011	80
Life Expectancy at Birth (Years)	White	2013	79.2
Life Expectancy at Birth (Years)	White	2011	78.9
Life Expectancy at Birth (Years)	White	2012	79.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	48.5
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	37.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	41.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	42.9
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	39.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	40.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	54.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	44.5
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	49.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	21.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	48.7
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	20.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	49.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	44.5
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	66.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	76.3
Race/Ethnicity	Black	2014	5.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	6.9
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	18.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	57.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	41
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	21.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	41.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	40.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	51.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	9.4
Percent of Low Birth Weight Babies Born	Asian/PI	2013	8.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	7.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	6.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	3.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	5.2
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	6.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	2.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	4.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	2.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	5.1
Percent of Low Birth Weight Babies Born	Asian/PI	2012	7.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	2.2
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	12.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	12.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	8.3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	16
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	1.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	11.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	12.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	12.5
Percent of Low Birth Weight Babies Born	Asian/PI	2011	8.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	4.2
Percent of Low Birth Weight Babies Born	All	2014	6.3
Percent of Low Birth Weight Babies Born	All	2013	6.4
