Indicator	Race	Year	Value
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	15.6
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	17.8
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	3.1
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	5.8
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	6.1
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	0
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Multiracial	2013	4
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Multiracial	2012	3.5
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Multiracial	2011	7
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Multiracial	2010	0
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	0
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	4
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	0
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2010	6.3
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2011	0.6
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2010	0.7
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	24.5
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	20.7
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	20.3
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	28.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	24.4
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	4.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	14.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	20.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	3.5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	12.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	24.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	3.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	14.1
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2014	2.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	4.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2014	21.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	16
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	22.7
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2014	10.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	10.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	12.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Multiracial	2014	7.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Multiracial	2013	5.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Multiracial	2012	2.1
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2014	10.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	6.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	10
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2014	0.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2013	0.5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2012	0.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2014	17.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	12.7
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	14.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	113
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	90.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	106.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	107.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	98.3
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	103.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	109.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	93.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	102.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	96.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	93.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2010	95.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	47.3
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	42.9
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	44.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2010	39
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	110.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	131.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	109.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2010	98.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	29.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	31.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	28
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2010	0
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Multiracial	2013	24.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Multiracial	2012	14.3
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Multiracial	2011	30.3
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Multiracial	2010	0
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	36.5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	33.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2011	14.9
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2010	42.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2013	3
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2012	2.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2011	3.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2010	1.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	151.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	150.9
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	153.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2010	170.5
HIV Diagnoses Rate (Per 100,000 people)	All	2014	30.2
HIV Diagnoses Rate (Per 100,000 people)	All	2014	6.2
HIV Diagnoses Rate (Per 100,000 people)	All	2014	18.3
HIV Diagnoses Rate (Per 100,000 people)	All	2013	24.4
HIV Diagnoses Rate (Per 100,000 people)	All	2013	4.2
HIV Diagnoses Rate (Per 100,000 people)	All	2013	14.3
HIV Diagnoses Rate (Per 100,000 people)	All	2012	25.6
HIV Diagnoses Rate (Per 100,000 people)	All	2012	4.9
HIV Diagnoses Rate (Per 100,000 people)	All	2012	15.3
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2013	4.3
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2012	8.6
HIV Diagnoses Rate (Per 100,000 people)	Black	2014	54.3
HIV Diagnoses Rate (Per 100,000 people)	Black	2013	44.7
HIV Diagnoses Rate (Per 100,000 people)	Black	2012	42.6
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2014	16.3
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2013	12.7
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2012	14.9
HIV Diagnoses Rate (Per 100,000 people)	Native American	2014	484.3
HIV Diagnoses Rate (Per 100,000 people)	Native American	2013	276.7
HIV Diagnoses Rate (Per 100,000 people)	Native American	2012	345.9
HIV Diagnoses Rate (Per 100,000 people)	Other	2014	4.9
HIV Diagnoses Rate (Per 100,000 people)	Other	2012	4.9
HIV Diagnoses Rate (Per 100,000 people)	White	2014	14.3
HIV Diagnoses Rate (Per 100,000 people)	White	2013	11.9
HIV Diagnoses Rate (Per 100,000 people)	White	2012	11.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	8.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	1.1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2014	5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	10.1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	1.2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	5.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	11
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	1.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	6.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2014	2.2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	0
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	4.3
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2014	16
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	18.1
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	19.2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2014	2.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	2.2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	3
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2014	34.6
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2013	69.2
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Native American	2012	0
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2014	2.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Other	2013	7.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2014	5.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	8
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2014	13.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2014	2.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2014	7.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	10.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	2.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	6.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	12.8
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	4
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	8.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2014	4.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	0
Homicide Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	6.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2014	20.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2013	15
