Indicator	Race	Year	Value
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	178.6
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	169.6
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	121.8
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	119.4
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	118.4
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	180.1
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	175.3
All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	170.3
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	500
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	720
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	600
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	500
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	730
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	600
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	370
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	360
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	720
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	710
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	510
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	510
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	630
All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	620
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	20.8
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	18.2
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	24.2
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	20.8
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	17.8
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	24.7
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	20.8
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	18
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	24.3
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	12.5
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	14.4
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	15.4
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	38.2
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	37.6
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	36.4
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	22.7
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	21.7
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	22
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	13.5
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	13.7
Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	13.1
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2010	559.1
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2010	380.2
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2010	760.7
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2011	570.8
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2011	390.6
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	10
Percent of Mothers Under Age 20	Hispanic	2011	9.9
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2011	774.1
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2012	585
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2012	402.6
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	All	2012	790.2
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Black	2010	1022
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	29.7
Percent of Mothers Under Age 20	Hispanic	2012	9
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Black	2011	1045.5
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Black	2012	1057.9
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Hispanic	2010	459.1
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Hispanic	2011	411.9
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	Hispanic	2012	501.9
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	30.7
Percent of Mothers Under Age 20	Hispanic	2013	8.1
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	White	2010	329.1
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	White	2011	332.8
Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.	White	2012	304.6
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	22.1
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	22.3
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	21.2
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	11.3
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	7.6
Life Expectancy at Birth (Years)	Hispanic	2012	82.2
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	25.9
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	15.9
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	15.2
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	14.6
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	24.2
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	25.4
Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	24.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	4.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	0.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	7.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	3.7
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	0.5
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	7.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	2.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	0.4
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	5.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	11.9
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	10.2
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	8.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	3.1
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	2.3
Life Expectancy at Birth (Years)	White	2012	81.3
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	1.6
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	1.8
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	1.7
Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	1.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	194.8
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	165.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	234.3
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	188.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	155.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	231.7
Percent of Mothers Under Age 20	Other	2011	5.3
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	184.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	152.3
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	226.4
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	100.9
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	98.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	100.9
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	220.3
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	221.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	216.7
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	152.9
Percent of Mothers Under Age 20	Other	2012	5
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	145.1
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	142.2
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	215.6
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	206
Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	198.3
HIV Diagnoses Rate (Per 100,000 people)	All	2011	39
HIV Diagnoses Rate (Per 100,000 people)	All	2011	16.6
HIV Diagnoses Rate (Per 100,000 people)	All	2011	63.6
HIV Diagnoses Rate (Per 100,000 people)	All	2012	35.8
HIV Diagnoses Rate (Per 100,000 people)	All	2012	14.3
HIV Diagnoses Rate (Per 100,000 people)	All	2012	59.5
HIV Diagnoses Rate (Per 100,000 people)	All	2013	33.7
HIV Diagnoses Rate (Per 100,000 people)	All	2013	12.6
HIV Diagnoses Rate (Per 100,000 people)	All	2013	56.9
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2011	9.3
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2012	9.2
HIV Diagnoses Rate (Per 100,000 people)	Asian/PI	2013	9.8
HIV Diagnoses Rate (Per 100,000 people)	Black	2011	77.2
HIV Diagnoses Rate (Per 100,000 people)	Black	2012	69.3
HIV Diagnoses Rate (Per 100,000 people)	Black	2013	62.6
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2011	44
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2012	41
HIV Diagnoses Rate (Per 100,000 people)	Hispanic	2013	39.3
HIV Diagnoses Rate (Per 100,000 people)	Multiracial	2011	4.9
HIV Diagnoses Rate (Per 100,000 people)	Multiracial	2012	8.6
HIV Diagnoses Rate (Per 100,000 people)	Multiracial	2013	38.5
HIV Diagnoses Rate (Per 100,000 people)	Native American	2011	5.1
HIV Diagnoses Rate (Per 100,000 people)	Native American	2012	10.2
HIV Diagnoses Rate (Per 100,000 people)	Native American	2013	25.6
HIV Diagnoses Rate (Per 100,000 people)	White	2011	21.9
HIV Diagnoses Rate (Per 100,000 people)	White	2012	20.7
HIV Diagnoses Rate (Per 100,000 people)	White	2013	18.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	8.6
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	12.9
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	6.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	4.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	9.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	6.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	3.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	9.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	20.6
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	17.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	14.8
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	10.4
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	6.7
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	7.3
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	3
Percent of Mothers Under Age 20	Other	2013	4.3
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	2.5
HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	2.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	6.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	2.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2011	10.7
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	5.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	1.5
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2012	9.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	4.1
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	1.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	All	2013	6.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	1.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	1.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2011	17.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2012	14.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	Black	2013	11.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	5.6
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	4.4
Homicide Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	3.2
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2011	1.9
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2012	1.8
Percent of Mothers Under Age 20	White	2011	1.3
Homicide Rate (Age-Adjusted; Per 100,000 people)	White	2013	1
Infant Mortality Rate (Per 1,000 live births)	All	2013	4.6
Infant Mortality Rate (Per 1,000 live births)	All	2011	4.7
Infant Mortality Rate (Per 1,000 live births)	All	2012	4.7
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2013	3.1
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2011	2.9
Infant Mortality Rate (Per 1,000 live births)	Asian/PI	2012	3.3
Infant Mortality Rate (Per 1,000 live births)	Black	2013	8.3
Infant Mortality Rate (Per 1,000 live births)	Black	2011	8.1
Infant Mortality Rate (Per 1,000 live births)	Black	2012	8.5
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2013	4.4
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2011	4.9
Infant Mortality Rate (Per 1,000 live births)	Hispanic	2012	5.2
Infant Mortality Rate (Per 1,000 live births)	White	2011	3.1
Infant Mortality Rate (Per 1,000 live births)	White	2012	2.7
Infant Mortality Rate (Per 1,000 live births)	White	2013	3
Life Expectancy at Birth (Years)	All	2012	83.4
Life Expectancy at Birth (Years)	All	2012	78.4
Life Expectancy at Birth (Years)	All	2012	81.1
Life Expectancy at Birth (Years)	Black	2012	77.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	34.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	27
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	44.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	33.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	26.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	44.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	33.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	26.4
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	43.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	24.3
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	27.4
Percent of Mothers Under Age 20	White	2012	1.2
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	25.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	38.1
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	37.7
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	34.8
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	20.6
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	20
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	20.7
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	42
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	40.7
Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	40.7
Percent of Mothers Under Age 20	White	2013	1.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	3.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	1.9
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2011	5.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	3.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	2.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2012	5.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	3.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	2
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	All	2013	5.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2011	4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2012	2.6
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Asian/PI	2013	3.7
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2011	3.4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2012	4.2
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Black	2013	3.8
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2011	3
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2012	4.1
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	Hispanic	2013	4
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2011	3.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2012	3.5
Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)	White	2013	3.2
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2011	1.7
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2011	3.3
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2011	5
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2012	3
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2012	1.8
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2012	4.4
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2013	3.2
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2013	2
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	All	2013	4.5
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2011	1.6
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2012	2.7
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Black	2013	1.9
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Hispanic	2011	2.2
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Hispanic	2012	2.3
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	Hispanic	2013	2.8
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2011	7
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2012	5.4
Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions	White	2013	5.8
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2010	51.9
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2010	54
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2010	48.5
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2012	50.2
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2011	1383.1
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2012	50.2
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	All	2012	50.3
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Asian/PI	2010	43.5
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Asian/PI	2012	39.3
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Black	2010	41.5
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Black	2012	51.1
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Hispanic	2010	39.1
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Hispanic	2012	41.4
Persons Living with HIV/AIDS Rate (Per 100,000 people)	All	2012	1391
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Other	2010	54.6
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	Other	2012	56.8
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	White	2010	61.1
Percent of Adults Over Age 65 Who Received Pneumonia Vaccine	White	2012	55.1
Percent of Adults Who Are Obese	All	2011	23.7
Percent of Adults Who Are Obese	All	2011	25.6
Percent of Adults Who Are Obese	All	2011	21.3
Percent of Adults Who Are Obese	All	2012	24.2
